region,rooms,halls,towards,decoration,have_elevator,visited,attention,publishday,unit_price,area,total_price
金坤花园 ,1,0,北,精装,0,4,233,19.2,4.4897,42.32,190.0
绿地诺丁山(公寓) ,1,1,南,精装,1,4,98,19.2,4.2182,48.6,205.0
玉兰二村 ,2,2,南,精装,0,1,211,19.2,1.9835,120.5,239.0
实地公寓 ,1,1,南,简装,1,5,94,19.2,5.4186000000000005,66.9,362.5
达安城 ,2,1,西南,精装,1,25,153,19.2,8.4209,86.69,730.0
爱家亚洲花园 ,2,2,南,简装,1,23,78,19.2,6.5613,118.88,780.0
高兴花园 ,2,1,南,简装,0,20,89,19.2,4.3264000000000005,76.97,333.0
金浦大楼 ,2,2,南,简装,1,2,53,19.2,6.6966,100.5,673.0
新凯城银杏苑 ,2,2,南,其他,1,2,282,19.2,2.8791,72.94,210.0
怡静园 ,2,1,南,毛坯,0,2,48,19.2,3.0646,62.0,190.0
真光新村第二小区 ,1,1,南,精装,0,4,102,19.2,4.4971000000000005,50.7,228.0
鞍山四村第二小区 ,2,0,南,精装,0,4,41,19.2,6.5932,46.26,305.0
莘松三村 ,2,1,南,精装,0,5,36,19.2,6.3138000000000005,65.73,415.0
文致公寓 ,3,2,南,精装,0,5,104,19.2,5.6604,106.0,600.0
新上海弄里人家 ,3,2,南,精装,0,6,35,19.2,3.5582000000000003,115.23,410.0
西环三村 ,2,1,南,简装,0,3,146,19.2,3.49,74.5,260.0
浦江宝邸 ,1,1,南北,毛坯,1,3,101,19.2,2.9636,52.64,156.0
民心小区 ,2,0,南,精装,0,23,44,19.2,7.145700000000001,51.78,370.0
东方曼哈顿(尚东区) ,4,2,南,精装,1,5,33,19.2,14.2946,209.87,3000.0
静安新城三区 ,2,1,南,简装,1,20,114,19.2,5.007000000000001,64.91,325.0
天山中华园 ,3,2,南北,简装,1,11,13,15.0,7.1192,141.87,1010.0
普乐二村 ,2,1,南,简装,0,7,86,19.2,3.2711,64.2,210.0
家乐苑 ,3,1,南,简装,0,9,52,19.2,5.1933,82.8,430.0
武宁小城 ,1,1,东南,精装,1,13,34,19.2,6.1944,48.27,299.0
万科假日风景(公寓) ,2,2,南,简装,0,7,27,19.2,6.1722,91.54,565.0
锦绣天第花园 ,2,2,南,精装,1,11,13,21.0,7.7716,106.8,830.0
古美西路316弄 ,1,1,南,简装,0,0,21,19.2,5.0823,54.7,278.0
泰宸苑 ,2,2,南北,精装,0,12,113,19.2,5.4652,86.0,470.0
金地湾流域(公寓) ,3,2,南,精装,1,16,152,19.2,7.9969,88.16,705.0
家化滨江苑 ,3,2,东南,简装,1,12,25,19.2,9.5451,206.39,1970.0
嘉华苑(普陀) ,2,2,西,简装,1,17,271,19.2,5.1026,97.01,495.0
北市场小区 ,2,1,南,精装,0,13,24,19.2,6.7137,61.07,410.0
金利公寓 ,1,1,南,毛坯,0,18,14,19.2,4.181900000000001,55.0,230.0
金泽苑 ,1,2,南,精装,0,14,55,19.2,5.5529,62.13,345.0
合生城邦四街坊 ,2,2,南,精装,1,12,116,19.2,3.9256,99.35,390.0
万科金色雅筑 ,3,2,南北,其他,0,17,252,19.2,7.1911000000000005,89.0,640.0
宛南三村 ,2,1,南,简装,0,2,24,19.2,7.1989,47.23,340.0
绿地清猗园(威廉公馆) ,3,2,南北,精装,1,0,78,19.2,4.6184,131.0,605.0
静安新城七区 ,2,2,南,简装,1,11,72,19.2,6.520300000000001,89.72,585.0
朗诗未来街区 ,3,2,南,其他,0,9,30,19.2,3.028,77.61,235.0
朗诗未来街区 ,3,2,南北,其他,0,8,56,19.2,3.0257,77.67,235.0
通河二村 ,1,1,南,简装,0,12,57,19.2,4.2984,39.55,170.0
紫晶苑 ,1,2,南,其他,1,2,44,19.2,4.5985000000000005,60.89,280.0
茂盛城市花园 ,2,1,南,精装,0,0,12,19.2,6.383900000000001,70.49,450.0
锦绣江南(一期) ,3,2,南,精装,1,19,72,19.2,6.653700000000001,127.75,850.0
三兴苑 ,2,1,南,其他,0,10,142,19.2,6.1618,50.31,310.0
新华世纪园 ,2,2,南,精装,1,9,103,19.2,8.2239,114.91,945.0
绿地南桥新苑 ,2,1,南,简装,1,10,28,19.2,3.5441000000000003,70.54,250.0
绿地香颂(浦东)(公寓) ,3,1,南,精装,1,0,70,19.2,4.7815,87.84,420.0
绿地崴廉公寓 ,2,2,南,其他,1,5,14,19.2,5.2727,89.14,470.0
凯欣豪园 ,1,0,西,精装,1,15,42,19.2,11.236,46.28,520.0
延长小区(闸北) ,2,0,南,精装,0,0,26,19.2,7.3661,44.8,330.0
久耕小区 ,2,1,南北,简装,0,9,30,19.2,6.416300000000001,63.9,410.0
万达城市公寓 ,3,2,南北,精装,1,11,67,19.2,5.1449,89.41,460.0
中南小区 ,2,1,南,精装,0,0,14,19.2,10.3627,79.13,820.0
乐怡苑(普陀) ,2,1,南,精装,0,4,108,19.2,5.9941,60.06,360.0
馨乐园 ,2,2,南,精装,0,0,16,19.2,5.0,90.0,450.0
华业小区 ,2,1,南北,精装,0,0,8,19.2,11.4974,77.67,893.0
奥林匹克花园 ,2,2,南,精装,0,12,113,19.2,4.0737000000000005,89.6,365.0
金杨新村五街坊 ,1,1,南,简装,0,10,31,19.2,4.8483,49.09,238.0
东体小区 ,1,0,北,简装,0,5,229,19.2,4.9847,26.08,130.0
菊泉新城(陆翔路358弄) ,2,1,南,毛坯,0,15,41,19.2,3.6216000000000004,71.24,258.0
浩城华苑 ,2,2,南,精装,1,19,33,19.2,8.844100000000001,97.24,860.0
成亿宝盛家苑 ,2,2,南,精装,1,13,32,19.2,3.4662,96.65,335.0
东方悦居 ,1,1,南,毛坯,0,12,66,19.2,5.961,48.65,290.0
茂盛城市花园 ,2,1,南,其他,0,10,9,19.2,7.462700000000001,67.0,500.0
菊园 ,3,2,南,其他,1,15,22,19.2,7.8340000000000005,153.18,1200.0
荷风翠庭 ,1,1,南,简装,0,9,41,19.2,2.0221,49.95,101.0
晶采名人大厦 ,3,2,西南,精装,1,3,29,27.0,7.4811000000000005,195.16,1460.0
绿地海珀黄浦 ,3,2,南北,精装,1,0,39,17.0,12.9076,104.59,1350.0
莘南花苑二村 ,2,2,南,简装,0,38,9,19.2,5.391500000000001,66.03,356.0
控江二村 ,4,2,南,简装,0,6,43,19.2,5.7278,139.67,800.0
春申景城MIDTOWN ,3,2,南,精装,1,2,27,19.2,6.6546,137.5,915.0
水语人家北苑 ,2,2,东南,精装,1,33,76,19.2,3.125,77.12,241.0
崮山小区一街坊 ,2,1,南,精装,0,34,59,19.2,8.962100000000001,61.37,550.0
田林十二村 ,2,1,南,精装,0,29,56,19.2,8.4465,50.08,423.0
缘圆宝邸 ,2,2,南,精装,1,21,71,19.2,4.5474000000000006,73.01,332.0
平阳三村 ,2,1,南,简装,0,37,16,19.2,4.731,73.77,349.0
绿洲康城亲水湾(中央区) ,3,2,南,精装,1,5,22,19.0,4.8144,137.09,660.0
阳光园(二期)(三期) ,3,2,南,精装,1,2,63,19.2,2.0359000000000003,142.45,290.0
万科城市花园 ,2,2,东南,精装,0,5,520,19.2,4.875100000000001,80.82,394.0
嘉天汇 ,3,2,南,精装,0,2,106,19.2,15.0221,193.05,2900.0
大同花园南区 ,3,2,南北,简装,1,5,52,19.2,8.0006,153.74,1230.0
好日子大家园C区 ,2,2,南,精装,0,3,92,19.2,3.4236,93.47,320.0
汇丽苑 ,3,2,南,简装,0,1,51,19.2,3.721,122.28,455.0
联洋花园(一期) ,3,2,南,简装,1,19,273,19.2,9.205,108.42,998.0
高行绿洲(六期) ,2,2,南,其他,1,4,193,19.2,3.3998000000000004,80.3,273.0
白玉新村 ,2,1,东南,毛坯,0,3,88,19.2,6.0372,55.49,335.0
证大家园(一期) ,2,2,南,精装,1,1,147,19.2,7.4886,89.47,670.0
大华清水湾 ,2,2,南,精装,1,3,71,19.2,8.9277,98.57,880.0
三林苑 ,2,2,南北,简装,0,4,148,19.2,4.591,71.88,330.0
宝北小区 ,2,1,南,精装,0,11,50,19.2,5.2771,64.43,340.0
静安新城七区 ,3,2,南北,精装,1,28,68,19.2,6.698,108.69,728.0
联鑫坊 ,2,2,南,简装,0,5,75,19.2,4.7202,90.04,425.0
龙湖郦城 ,2,2,南,其他,1,4,105,19.2,3.7642,95.64,360.0
明德坊 ,2,2,南,精装,1,26,192,19.2,6.5686,107.33,705.0
花木绿城锦绣兰庭 ,3,2,南,精装,1,3,74,19.2,10.1899,158.0,1610.0
东方巴黎 ,2,1,东南北,精装,1,1,111,19.2,11.2917,86.79,980.0
阳光四季公寓 ,3,2,南,简装,1,1,9,19.2,8.7067,182.39,1588.0
愉景华庭 ,3,2,南西,精装,1,1,81,19.2,6.0705,148.26,900.0
三林新村(永泰路136弄) ,1,1,南,其他,1,3,157,19.2,5.181900000000001,51.14,265.0
鑫峰苑 ,3,2,南北,简装,1,15,45,19.2,3.6734,119.51,439.0
翠鑫苑 ,2,2,南北,其他,0,4,156,19.2,2.3676,87.01,206.0
江临天下 ,3,2,南,精装,1,2,93,19.2,9.933,125.34,1245.0
龙南七村 ,2,1,南,精装,0,2,117,19.2,5.911700000000001,62.25,368.0
上海花城 ,2,2,南,精装,1,26,101,19.2,6.9188,102.62,710.0
永翔佳苑 ,2,1,南,简装,1,27,43,19.2,3.6674,84.53,310.0
中海御景熙岸(公寓) ,3,2,南,精装,1,26,61,19.2,5.2084,88.32,460.0
耀江花园 ,3,2,南,精装,1,29,3,19.2,12.839500000000001,129.99,1669.0
尚汇豪庭 ,3,2,南,毛坯,1,25,42,19.2,9.5134,136.65,1300.0
世茂滨江花园 ,1,2,西,精装,1,18,72,19.2,8.702200000000001,93.08,810.0
锦绣江南(四期) ,2,2,南,简装,1,29,15,19.2,7.0964,116.82,829.0
永翔佳苑 ,2,1,南,精装,1,25,34,19.2,3.869,87.88,340.0
城中花园 ,3,2,南,简装,1,27,80,19.2,3.5665,143.0,510.0
金都雅苑(公寓) ,2,2,南北,精装,0,22,13,19.2,2.6388000000000003,84.89,224.0
福源汇居 ,2,2,南北,精装,1,25,38,19.2,9.3443,120.93,1130.0
山水国际 ,2,2,南,精装,1,17,17,19.2,10.4639,114.68,1200.0
一品漫城(三期) ,2,2,南,精装,1,23,24,19.2,5.7613,93.73,540.0
梅园四街坊 ,2,1,南,简装,0,23,12,19.2,10.236500000000001,56.66,580.0
仁恒公园世纪 ,4,2,南,精装,1,6,11,19.2,10.9388,245.0,2680.0
江临天下 ,4,2,东南,精装,1,4,32,19.2,8.3626,197.07,1648.0
海悦花园 ,3,2,西南,精装,1,7,35,15.0,8.738100000000001,113.87,995.0
绿地御桥苑 ,3,2,南,精装,0,6,33,10.0,5.7287,87.28,500.0
中环一号(一期) ,3,2,南北,精装,1,10,136,19.2,4.7296000000000005,120.52,570.0
中房樱桃苑 ,3,2,南北,精装,1,1,99,19.2,7.1530000000000005,134.21,960.0
万祥馨苑 ,3,2,南,毛坯,0,0,79,19.2,1.6587,120.58,200.0
新江湾佳苑 ,3,2,南,精装,1,13,107,26.0,9.9334,85.57,850.0
控江路740弄 ,2,0,南,简装,0,2,31,19.2,5.248600000000001,46.68,245.0
芙蓉小区 ,3,1,南,简装,0,3,37,19.2,6.1291,65.1,399.0
香港丽园 ,3,2,南,精装,1,8,424,19.2,6.968500000000001,112.65,785.0
华丽家族汇景天地(商业类) ,1,1,东,其他,0,17,55,19.2,4.962400000000001,58.44,290.0
绿地时代嘉苑 ,3,2,南,毛坯,0,1,29,19.2,2.4683,103.31,255.0
莘沥路18弄 ,3,2,南,简装,0,0,24,19.2,5.1183000000000005,97.69,500.0
黄浦众鑫城 ,2,2,南,精装,1,13,92,19.2,8.2514,119.98,990.0
新天家园 ,3,2,南,精装,1,11,21,19.2,8.480500000000001,129.12,1095.0
鞍山三村 ,2,1,南,简装,0,11,51,19.2,6.6841,61.34,410.0
金沙嘉苑 ,2,2,南,精装,1,14,60,19.2,5.032,103.34,520.0
文华苑(宝山) ,2,2,南北,简装,0,7,349,19.2,4.3894,82.7,363.0
慧芝湖花园 ,3,2,南,精装,1,16,57,19.2,9.0588,141.3,1280.0
东兰世茗雅苑 ,3,2,南,精装,1,15,81,19.2,5.3834,123.53,665.0
新城金郡 ,2,2,南,精装,1,16,43,19.2,3.7866,82.66,313.0
冠都公寓 ,2,2,南,精装,1,16,32,19.2,6.213500000000001,111.05,690.0
新梅花苑 ,1,1,南,其他,0,1,12,23.0,4.2459,49.46,210.0
旭辉华庭 ,2,2,南北,精装,1,0,10,7.0,3.6765000000000003,85.68,315.0
石光小区 ,2,1,南,简装,0,11,31,19.2,5.4165,56.31,305.0
古美八村 ,2,1,南,简装,0,16,70,19.2,4.8259,64.03,309.0
达安花园 ,2,1,南,简装,1,35,282,19.2,7.5681,88.53,670.0
真光七街坊 ,2,1,南,简装,0,11,25,19.2,5.077100000000001,59.09,300.0
天山河畔花园 ,3,2,南,精装,1,9,77,19.2,8.632900000000001,141.32,1220.0
华侨城(普陀) ,3,2,南北,精装,1,18,34,19.2,9.174900000000001,166.76,1530.0
宛平南路65弄 ,2,0,南,简装,0,2,94,19.2,7.209700000000001,51.32,370.0
宝城一村 ,1,1,南,精装,0,0,65,19.2,3.9008000000000003,42.3,165.0
金杨新村九街坊 ,2,1,南北,精装,0,3,45,19.2,5.228000000000001,61.21,320.0
联业大楼 ,2,1,南,简装,1,3,33,19.2,6.8326,77.57,530.0
红梅小区(嘉定) ,2,1,南,其他,0,0,81,19.2,2.4459,64.6,158.0
浦江馨都 ,1,1,南,毛坯,1,0,53,19.2,3.1387,57.35,180.0
绿地崴廉公寓 ,2,2,南,精装,1,0,25,19.2,5.1764,99.49,515.0
新宜小区 ,1,0,南,简装,0,4,112,19.2,4.5351,34.84,158.0
古华B区 ,2,1,南,精装,0,1,32,19.2,2.4915000000000003,67.43,168.0
路劲上海派 ,3,2,西南,毛坯,1,14,28,19.2,3.1031,87.01,270.0
聚缘北庭 ,2,1,南北,毛坯,1,0,48,19.2,2.7986,75.04,210.0
上外中山大楼 ,2,1,南,精装,1,18,83,19.2,5.7442,74.51,428.0
新凯城银杏苑 ,2,1,南,毛坯,1,16,12,19.2,3.1009,72.56,225.0
广洋新景苑(公寓) ,3,2,南,毛坯,1,2,50,19.2,8.573400000000001,149.3,1280.0
星晓家园 ,3,2,南,精装,0,0,46,19.2,3.6146000000000003,113.43,410.0
逸翠公馆 ,2,2,南,精装,1,0,380,19.2,6.178800000000001,103.58,640.0
大宁龙盛雅苑 ,2,1,东南,简装,1,0,130,19.2,8.718200000000001,61.94,540.0
金沙小区 ,3,2,南,精装,0,0,21,19.2,2.9324000000000003,133.0,390.0
吴杨雅苑 ,2,2,南,其他,0,0,77,19.2,3.721,86.0,320.0
馨虹苑 ,3,2,南,其他,1,1,169,19.2,6.9408,112.38,780.0
南方新村 ,3,1,南北,简装,0,9,67,19.2,5.4933000000000005,77.55,426.0
崧泽华城佳福雅苑 ,2,1,南,毛坯,0,6,91,19.2,2.5883000000000003,75.34,195.0
金桥花园 ,3,2,南西南,精装,0,1,68,19.2,7.5822,106.83,810.0
三皇桥小区 ,3,2,南北,简装,1,0,109,19.2,2.2521,123.0,277.0
老西门新苑 ,3,2,南,精装,1,3,65,19.2,9.430200000000001,197.24,1860.0
上海星河湾 ,3,2,南,其他,1,3,4,19.2,6.0417000000000005,240.0,1450.0
仁恒河滨城 ,3,2,西北,精装,1,4,58,19.2,9.544,125.21,1195.0
仁恒河滨城 ,3,2,南,精装,1,2,18,19.2,9.7985,151.86,1488.0
新家坡美树馆 ,3,2,南,精装,1,2,9,17.0,9.606900000000001,145.73,1400.0
中天碧云 ,3,2,南,精装,0,1,1,13.0,8.9902,133.48,1200.0
东方知音苑 ,4,2,南,其他,0,2,5,12.0,8.188500000000001,138.0,1130.0
新凯一期 ,2,2,南,精装,1,1,31,12.0,3.2870000000000004,81.84,269.0
中房公寓 ,2,1,南,精装,1,0,11,6.0,3.9715000000000003,74.28,295.0
清涧八街坊 ,2,1,南,精装,0,13,113,19.2,4.3832,62.74,275.0
图们小区 ,2,1,东南,简装,0,12,79,19.2,4.7899,56.16,269.0
圣约翰名邸 ,2,2,南,精装,1,14,77,19.2,8.9544,99.17,888.0
鑫鑫花园 ,2,2,南,精装,0,17,98,19.2,3.5957000000000003,94.28,339.0
华高二村 ,1,1,南,其他,0,9,79,19.2,4.4404,54.05,240.0
金桥爱建园 ,3,3,南,精装,1,9,53,19.2,7.2734000000000005,171.86,1250.0
象屿大宁悦府 ,2,2,南北,精装,0,9,111,19.2,8.603200000000001,88.34,760.0
复地新都国际 ,1,1,南,精装,1,7,86,19.2,9.0531,69.59,630.0
星纳家园 ,1,1,南,毛坯,1,10,49,19.2,3.8462,52.0,200.0
奉浦二村 ,2,2,南北,其他,0,5,32,19.2,2.2197,85.6,190.0
象屿大宁悦府 ,2,2,南,精装,1,8,74,19.2,7.977600000000001,89.0,710.0
德州六村 ,2,1,南北,其他,0,0,51,19.2,4.7253,54.6,258.0
大华一村 ,3,1,南,其他,0,4,39,19.2,4.6807,96.14,450.0
仁恒河滨城 ,3,2,北,精装,1,20,15,19.2,9.5748,125.33,1200.0
华升新苑 ,3,2,南北,精装,1,11,8,19.2,8.0336,143.15,1150.0
园南二村 ,3,2,南,精装,1,1,82,19.2,6.0520000000000005,84.27,510.0
普乐三村 ,1,1,南,简装,0,4,85,19.2,3.8223000000000003,46.57,178.0
南杨花园 ,2,1,南,简装,0,6,41,19.2,5.4108,81.32,440.0
宝地东花园 ,2,2,南,精装,1,22,44,19.2,8.4826,95.49,810.0
泗塘七村 ,2,1,南,简装,0,6,7,19.2,3.9978000000000002,52.28,209.0
爱建小区 ,2,1,东南,简装,0,0,26,19.2,6.5385,52.0,340.0
绿地公寓(长宁) ,3,2,南,精装,0,5,61,19.2,6.3026,128.52,810.0
宏立瑞园 ,3,2,南,其他,1,2,15,19.2,3.4925,121.69,425.0
航华二村嘉丰公寓 ,2,1,南,简装,0,2,54,19.2,4.027200000000001,76.73,309.0
海高二村 ,2,1,南,简装,0,1,45,19.2,3.4815,54.0,188.0
国顺路300弄 ,2,0,南,简装,0,2,14,19.2,6.240200000000001,50.96,318.0
四季晶园 ,2,2,南,精装,1,1,93,19.2,7.607,111.74,850.0
民春苑 ,3,1,南,毛坯,0,1,82,19.2,3.2033,85.85,275.0
罗秀三村 ,2,0,南,简装,0,1,17,19.2,4.6968000000000005,48.97,230.0
思南新苑 ,3,2,南北,精装,1,3,64,19.2,9.8575,177.53,1750.0
金桥都市花园 ,3,2,南北,精装,1,2,16,19.2,6.489,127.91,830.0
绿地香颂(浦东)(公寓) ,3,2,南,其他,1,38,24,19.2,5.5215000000000005,87.84,485.0
翠庭 ,3,2,南,精装,1,0,14,25.0,7.5235,154.45,1162.0
丽园新村 ,2,1,南,简装,0,2,21,18.0,7.753500000000001,51.59,400.0
三湘森林海尚(嘉定) ,2,2,南北,精装,0,4,11,16.0,4.625,89.73,415.0
步高苑 ,3,2,南,精装,1,11,123,19.2,9.294400000000001,139.87,1300.0
加州水郡 ,3,2,东南,精装,1,18,119,19.2,8.0572,163.83,1320.0
中远两湾城 ,1,2,西南,其他,1,1,70,19.2,8.2357,63.14,520.0
家乐苑 ,2,1,南,简装,0,2,7,19.2,5.3740000000000006,66.99,360.0
望江苑 ,2,1,南,精装,1,2,31,19.2,9.0226,99.75,900.0
新天家园 ,3,2,南,精装,1,19,40,19.2,8.906500000000001,129.12,1150.0
中虹华苑 ,2,2,南北,其他,0,12,31,19.2,3.8808000000000002,76.79,298.0
浦江世博家园八街坊 ,2,1,南北,简装,0,0,146,19.2,4.178100000000001,76.59,320.0
世纪花苑 ,3,2,东,精装,1,5,318,19.2,4.523000000000001,139.29,630.0
华敏世纪广场 ,3,2,南,精装,1,10,35,19.2,9.3711,151.53,1420.0
沙田花园 ,3,2,西南,简装,1,10,43,19.2,6.669300000000001,127.45,850.0
金硕河畔景园西区 ,1,1,南,毛坯,0,9,189,19.2,2.8869000000000002,51.96,150.0
长桥一村 ,2,1,南,简装,1,5,85,19.2,6.8653,59.43,408.0
绿地东上海 ,2,2,南,其他,1,7,36,19.2,4.4786,100.48,450.0
泰府名邸 ,3,2,南北,精装,1,6,49,19.2,11.8431,156.21,1850.0
上海家园 ,2,2,南北,简装,0,7,100,19.2,5.2152,92.04,480.0
长虹小区 ,1,1,南,其他,0,0,71,19.2,5.3472,55.17,295.0
同润玫瑰芳苑 ,3,2,南北,精装,0,6,88,19.2,2.7009000000000003,88.86,240.0
新城金郡 ,3,2,南北,简装,0,10,100,19.2,4.5358,93.7,425.0
歌林春天馨园 ,4,2,南,精装,0,7,51,19.2,6.9805,150.42,1050.0
文怡花园 ,3,2,南北,简装,0,8,31,19.2,2.5473000000000003,107.96,275.0
民乐小区 ,2,2,南,简装,0,7,52,19.2,3.2198,84.79,273.0
华润佘山九里 ,5,2,南北,精装,0,0,15,19.2,4.3403,288.0,1250.0
虹桥中山广场 ,3,2,西北,简装,1,6,33,19.2,6.213,143.25,890.0
乐山四五村 ,2,1,南,精装,1,9,26,19.2,7.7971,48.48,378.0
静安城 ,3,2,南,简装,1,9,21,19.2,6.2624,167.67,1050.0
香樟公寓 ,2,2,南,简装,1,0,1,19.2,5.9989,166.7,1000.0
尚东国际名园 ,3,2,南,精装,1,0,17,19.2,8.3531,135.28,1130.0
浦建小区 ,1,1,南,简装,0,16,22,26.0,5.5929,46.13,258.0
金旋小区 ,2,1,南,精装,0,3,58,19.2,5.9348,50.55,300.0
华侨城苏河湾(商业类) ,2,2,南,精装,0,23,24,19.2,6.3363000000000005,150.72,955.0
尚海湾豪庭 ,3,2,南,精装,1,9,11,19.2,9.944,165.93,1650.0
中远两湾城 ,3,2,南北,毛坯,1,43,45,19.2,6.6183000000000005,130.7,865.0
民乐佳苑 ,1,1,南,毛坯,0,4,37,19.2,2.944,63.86,188.0
丰舍东苑 ,3,2,南,毛坯,0,4,23,19.2,3.7579000000000002,119.75,450.0
城南新村 ,2,1,南北,毛坯,0,2,10,19.2,2.8941000000000003,67.38,195.0
汇丽苑 ,2,2,南,其他,0,6,43,19.2,3.2569000000000004,100.71,328.0
万登花苑 ,3,2,南,精装,0,9,93,19.2,5.0863000000000005,143.13,728.0
紫薇新村 ,2,1,南,其他,0,6,44,19.2,3.6912000000000003,65.02,240.0
翠湖天地雅苑 ,3,2,南,精装,1,34,31,19.2,12.8948,190.0,2450.0
金地未未来 ,3,2,南,精装,1,19,38,19.2,7.0415,86.63,610.0
中南新村 ,3,1,南,简装,0,5,11,19.2,10.728100000000001,135.16,1450.0
卫茂大厦 ,2,1,南,精装,1,7,23,19.2,6.645700000000001,88.78,590.0
浦东大道2511弄 ,2,1,南,精装,0,9,687,19.2,4.2355,63.04,267.0
龙南三四村 ,1,1,南,毛坯,0,5,22,19.2,5.5463000000000005,47.78,265.0
浦江智汇园 ,2,2,南北,精装,1,10,37,19.2,4.7959000000000005,81.32,390.0
锦绣苑 ,3,2,南,简装,0,5,22,19.2,6.495500000000001,135.48,880.0
九华苑 ,2,2,南,简装,0,7,68,19.2,2.6515,87.5,232.0
沙田公寓 ,3,1,南,简装,0,7,136,19.2,3.1364,88.0,276.0
恒阳花苑 ,2,2,南,简装,1,10,88,19.2,7.3115000000000006,86.85,635.0
天安花园 ,2,2,南北,精装,1,10,73,19.2,8.6372,109.99,950.0
静安新城四区 ,2,1,南,简装,0,5,36,19.2,5.2624,64.61,340.0
同济融景雅苑 ,2,2,南北,精装,1,24,111,19.2,4.8612,82.08,399.0
泰成花苑 ,3,1,南,简装,1,6,110,19.2,6.1295,122.36,750.0
合生城邦四街坊 ,2,2,南北,精装,1,9,80,19.2,4.0808,90.18,368.0
峨山小区 ,2,1,南北,精装,0,7,92,19.2,6.3361,45.77,290.0
蓝色城邦(公寓) ,2,2,南,简装,1,3,16,19.2,1.9480000000000002,88.3,172.0
龙南三四村 ,1,1,南,简装,0,6,39,19.2,5.977600000000001,40.15,240.0
仁恒广场 ,3,2,东南,其他,1,6,44,19.2,5.821000000000001,137.09,798.0
南华二村(嘉定) ,2,2,南,精装,0,0,74,19.2,3.4435000000000002,78.41,270.0
东苑绿世界花园(三期) ,2,2,南,精装,0,5,67,19.2,6.4411000000000005,85.39,550.0
瑞金花园 ,2,2,东南,简装,1,8,94,19.2,7.9670000000000005,104.18,830.0
爱俪轩 ,1,1,西南,精装,1,0,37,19.2,7.6446000000000005,83.72,640.0
保利西子湾 ,2,2,南北,毛坯,1,9,94,19.2,3.9295,90.34,355.0
鹏欣家园 ,2,2,南北,精装,0,7,56,19.2,6.1892000000000005,91.45,566.0
天居玲珑湾(公寓) ,2,2,南,精装,0,6,42,19.2,2.7204,82.71,225.0
孙桥花苑 ,2,1,南,精装,0,0,18,19.2,4.5761,74.3,340.0
嘉秀新苑 ,2,2,南,简装,1,10,52,19.2,4.890000000000001,85.89,420.0
金丰小区 ,2,1,南,毛坯,0,4,33,19.2,3.5498000000000003,67.61,240.0
荣承公寓 ,3,1,南北,精装,1,5,48,19.2,7.1828,125.3,900.0
万邦都市花园 ,1,1,南,精装,1,7,32,19.2,8.421100000000001,61.75,520.0
上南九村 ,1,1,南,其他,0,4,75,19.2,5.381,35.31,190.0
桃园新村(嘉定) ,1,1,南,简装,0,9,45,19.2,2.9206000000000003,42.8,125.0
柳博小区(博二小区) ,1,1,南,毛坯,0,11,27,19.2,6.0219000000000005,42.18,254.0
华一新城 ,2,2,南,简装,0,15,18,19.2,6.2579,79.9,500.0
新湖明珠城 ,1,2,南,精装,1,14,25,19.2,8.865400000000001,58.43,518.0
瑞达苑 ,2,2,南北,精装,0,20,96,28.0,6.450900000000001,89.91,580.0
正阳世纪星城行知苑 ,4,2,南,精装,0,8,11,26.0,2.6807000000000003,121.09,324.6
金桥新城 ,2,2,南,精装,0,11,53,22.0,5.3146,92.2,490.0
公交新村 ,2,1,南,精装,0,9,21,22.0,7.2889,63.11,460.0
恒大华城长清苑 ,2,2,南,简装,0,7,21,21.0,5.6901,96.66,550.0
鹏海小区 ,2,1,南,简装,0,0,26,19.2,5.1744,61.07,316.0
安居金祁新城 ,2,1,南,精装,1,1,54,19.2,4.4923,70.12,315.0
溧阳华府(公寓) ,2,2,东南,精装,1,1,46,19.2,7.0833,112.66,798.0
大宅风范城 ,3,2,南北,毛坯,1,2,35,19.2,3.8494,120.8,465.0
花苑村紫竹园 ,1,1,南,简装,0,10,26,19.2,6.8685,42.95,295.0
浦江丽都 ,2,2,南北,毛坯,1,4,130,19.2,3.0885000000000002,74.47,230.0
金羽名庭 ,2,2,南,精装,1,25,121,19.2,8.552,102.9,880.0
江海新村 ,3,1,南,精装,0,30,313,19.2,1.6475000000000002,84.98,140.0
钦州花苑 ,2,1,南,精装,1,38,94,19.2,5.1685,82.81,428.0
威海路163-169号 ,2,1,南,简装,1,58,117,19.2,7.9389,68.02,540.0
馨佳园(菊泉街1346弄) ,2,2,南,毛坯,1,30,36,19.2,3.4524000000000004,76.76,265.0
聚缘中庭 ,2,1,南北,精装,1,2,25,19.2,2.8479,73.74,210.0
南国花园 ,3,2,南,精装,1,0,36,19.2,4.2271,137.21,580.0
共富四村 ,2,1,南,简装,0,32,175,19.2,3.8174,69.42,265.0
百花新村 ,3,1,南,其他,0,5,21,19.2,2.9903,86.95,260.0
马陆清水湾 ,2,2,南北,精装,1,1,47,19.2,3.4134,90.82,310.0
浦江宝邸北区 ,3,2,南北,精装,1,2,53,19.2,3.0860000000000003,119.9,370.0
建设公寓 ,3,2,南,精装,0,5,88,19.2,5.024,129.38,650.0
海尚康庭 ,2,1,南北,精装,1,60,243,19.2,3.1772,74.91,238.0
广裕小区 ,2,1,南,精装,0,2,98,19.2,5.1906,76.1,395.0
