region,city,rooms,halls,towards,decoration,have_elevator,visited,attention,publishday,popular,unit_price,area,total_price
梧桐城邦(二期) ,S,2,2,SE,0,1,6,8,19.2,0.3438,5.7448000000000015,95.74,550.0
盈港新村 ,S,3,2,S,3,0,1,9,19.2,0.1771,2.4646,113.61,280.0
绿川新苑 ,S,2,1,S,2,0,9,75,19.2,1.5,4.3985,77.3,340.0
象屿郦庭 ,S,3,2,S,3,1,0,27,19.2,0.4219,5.6137000000000015,117.57,660.0
真光新村第二小区 ,S,2,1,S,3,0,1,79,19.2,1.2708,4.6297000000000015,92.88,430.0
城东新村 ,S,3,1,S,3,0,0,61,19.2,0.9531,2.908,62.93,183.0
陆家嘴锦绣前城 ,S,3,2,S,3,1,4,2,19.2,0.1771,9.4673,122.0,1155.0
甘泉苑 ,S,2,1,S N,3,0,8,41,19.2,0.9323,5.2393,57.26,300.0
翰城国际 ,S,3,2,S N,2,1,1,20,19.2,0.349,6.7247,126.4,850.0
协和大厦 ,S,2,2,S N,3,0,10,25,19.2,0.7552,7.0563,90.7,640.0
广洋苑 ,S,3,1,S N,3,0,1,32,19.2,0.5365,7.9563000000000015,100.55,800.0
九龙仓滨江壹十八 ,S,4,2,S,3,1,1,2,19.2,0.0677,12.6737,288.0,3650.0
江临天下 ,S,2,2,S,3,1,5,11,19.2,0.3542,9.4138,116.85,1100.0
越秀苑 ,S,3,2,S,2,1,3,30,19.2,0.5781,5.902900000000002,132.14,780.0
爱家亚洲花园 ,S,4,2,S,3,1,3,37,19.2,0.6875,6.485,181.96,1180.0
仁恒河滨城 ,S,2,2,S N,3,1,0,14,19.2,0.2188,10.6705,112.46,1200.0
晶耀名邸 ,S,2,1,S,0,0,2,46,19.2,0.7917,13.4393,81.85,1100.0
世茂湖滨花园(公寓) ,S,4,2,S,0,1,1,0,19.2,0.0365,7.5418,278.45,2100.0
水清木华 ,S,2,2,S,0,1,3,6,19.2,0.2031,10.1181,118.6,1200.0
九龙仓滨江壹十八 ,S,5,2,S,0,1,1,11,19.2,0.2083,12.1735,271.0,3299.0
济南路8号 ,S,3,2,NW,0,1,1,4,19.2,0.099,9.8822,232.54,2298.0
鸿宝一村(南区) ,S,2,1,W,0,0,19,19,19.2,0.9896,2.5156,64.4,162.0
东体小区 ,S,2,0,S,3,0,26,14,29.0,0.7724,6.3898,46.95,300.0
黄山始信苑 ,S,2,1,S,3,0,23,14,29.0,0.7,7.6016,82.22,625.0
虹城公寓 ,S,1,1,S,2,0,2,3,28.0,0.0821,5.8975,62.4,368.0
慧芝湖花园 ,S,2,2,S,3,1,21,55,27.0,1.1556,7.9645,91.03,725.0
菊泉新城(陆翔路698弄) ,S,2,1,S,0,1,0,20,27.0,0.2222,3.1886,83.11,265.0
航星二村 ,S,3,3,S,2,0,2,4,26.0,0.1,2.6363000000000003,168.04,443.0
中环和乐苑 ,S,2,1,S,2,0,22,23,23.0,0.9696,6.5036000000000005,64.58,420.0
江湾翰林 ,S,3,2,S,3,1,24,26,20.0,1.23,7.5855000000000015,210.93,1600.0
好世皇马苑 ,S,2,2,S N,3,1,0,8,9.0,0.2667,4.0096,83.55,335.0
古桐公寓 ,S,3,2,S,3,0,0,7,8.0,0.2625,4.742,107.55,510.0
香阁丽苑 ,S,2,2,S N,2,1,0,6,8.0,0.225,8.232800000000001,97.78,805.0
名江七星城 ,S,2,2,S,3,1,0,3,8.0,0.1125,6.6598000000000015,135.14,900.0
荣乐小区 ,S,2,2,S,2,0,1,15,19.2,0.2708,3.1763000000000003,97.6,310.0
证大家园(四期) ,S,4,3,S,3,1,2,36,19.2,0.6354,8.690100000000001,140.39,1220.0
寿祥坊 ,S,2,2,S,2,1,1,5,19.2,0.1146,5.8582,97.3,570.0
静安新城二区 ,S,2,1,S,3,0,22,150,19.2,3.1458,5.6906,65.02,370.0
虹桥国际大厦 ,S,2,2,S,3,1,4,138,19.2,2.3021,7.2563,109.56,795.0
蔷薇新村 ,S,2,1,S N,2,0,10,135,19.2,2.474,3.7867,62.06,235.0
共富四村 ,S,3,1,S,2,0,18,80,19.2,1.9063,3.6452,103.7,378.0
申泉小区 ,S,2,1,S,2,0,13,49,19.2,1.2396,5.9242,54.86,325.0
万科金色雅筑 ,S,3,2,S,3,0,1,56,19.2,0.9115,8.0662,97.94,790.0
工农三村 ,S,1,1,S,2,0,0,3,11.0,0.0818,4.4894,44.55,200.0
天悦小区 ,S,1,1,S,2,0,2,22,19.2,0.4167,7.005800000000002,38.54,270.0
花苑村紫竹园 ,S,1,1,S,2,0,7,10,19.2,0.4115,7.2934,42.23,308.0
恒丰大楼(黄浦) ,S,2,0,S,1,0,6,94,19.2,1.6875,7.0064,43.96,308.0
解放新村 ,S,2,1,S,0,0,9,20,19.2,0.6406,2.58,48.45,125.0
真光新村第二小区 ,S,2,2,S,2,0,1,46,19.2,0.7552,4.7781,79.53,380.0
中阳小区 ,S,1,0,S,2,0,8,65,19.2,1.3073,6.167999999999999,32.75,202.0
江桥二村 ,S,1,0,S,3,0,7,143,19.2,2.4896,4.1238,38.8,160.0
铭源大楼 ,S,3,2,S NW,2,1,3,12,19.2,0.2969,6.4211,137.05,880.0
河间路1077弄 ,S,1,1,S,0,0,5,188,19.2,3.1198,4.4676,38.5,172.0
徐汇御景苑 ,S,3,2,S,3,1,5,157,19.2,2.6354,8.2943,127.8,1060.0
大发融悦 ,S,3,2,S N,3,0,2,17,19.2,0.3385,3.7777,88.68,335.0
嘉业海悦苑 ,S,2,1,S,1,0,0,60,19.2,0.9375,1.5710000000000002,89.12,140.0
乐源城C区 ,S,3,2,S,1,0,2,8,19.2,0.1979,2.5049,122.96,308.0
东渡青筑 ,S,3,2,S,1,1,4,16,19.2,0.3958,3.0974,113.0,350.0
翔殷路823号 ,S,2,0,S,2,0,8,39,19.2,0.901,5.2855,47.3,250.0
新凯城紫荆苑 ,S,1,1,S,2,1,9,25,19.2,0.7188,3.1735,53.57,170.0
延吉六村 ,S,1,1,S,0,1,10,53,19.2,1.1927,4.7761000000000005,43.76,209.0
绿地朱家角1号 ,S,3,1,S,0,0,2,32,19.2,0.5729,2.7999,89.29,250.0
阳明花园广场 ,S,2,1,S,3,0,7,40,19.2,0.8802,5.5155,97.0,535.0
瑞雪大楼 ,S,1,1,SE,2,1,6,21,19.2,0.5469,9.3319,53.58,500.0
芦潮港农场西区新村 ,S,3,2,SE,2,0,2,44,19.2,0.7604,1.3725,69.22,
荣欣苑 ,S,2,2,S,1,1,0,9,19.2,0.1406,2.8936,103.68,300.0
城东新村 ,S,3,1,S,0,0,1,26,19.2,0.4427,2.6017,61.5,160.0
凤庆小区 ,S,2,1,S,0,0,13,33,19.2,0.9896,3.0543,53.04,162.0
瑞雪大楼 ,S,2,1,E,3,1,7,25,19.2,0.6458,10.409,40.35,420.0
运河新村(南桥) ,S,3,1,S,0,0,0,12,19.2,0.1875,2.2024,84.0,185.0
锦绣河山 ,S,2,1,S,0,1,2,27,19.2,0.4948,5.2817,73.84,390.0
共富三村 ,S,2,1,S N,2,0,7,24,29.0,0.4172,3.7508,69.32,260.0
三和花园 ,S,3,2,S,3,1,9,27,23.0,0.6261,7.3737,138.33,1020.0
爱庐世纪新苑 ,S,1,2,S,1,1,3,117,19.2,1.9375,4.4598,59.42,265.0
东兰小区 ,S,2,1,S,2,0,22,187,19.2,3.724,4.98,49.8,248.0
西郊九韵城 ,S,2,2,S,1,1,4,33,19.2,0.6615,3.9925,85.16,340.0
浦江世博家园十三街坊 ,S,2,1,S,2,1,4,50,19.2,0.9271,4.2686,85.51,365.0
尚东国际名园 ,S,2,2,S,3,1,4,24,19.2,0.5208,8.5623,106.28,910.0
新外滩花苑 ,S,2,2,S,3,1,22,144,19.2,3.0521,10.55,120.38,1270.0
和源名城 ,S,2,1,SE,1,1,25,45,19.2,1.6146,5.0903,73.67,375.0
大华锦绣华城(十二街区) ,S,2,2,S,2,0,22,51,19.2,1.599,7.0041,91.09,638.0
新城盛景园 ,S,3,2,S,3,1,24,35,19.2,1.4219,3.6069,88.72,320.0
锦龙苑 ,S,2,2,S,2,0,10,9,13.0,0.7462,4.0209,76.6,308.0
云海苑 ,S,4,2,E,2,1,6,3,19.2,0.2656,9.5924,197.97,1899.0
三义坊 ,S,2,1,S,2,0,6,42,19.2,0.875,8.3473,59.9,500.0
江虹花园 ,S,4,2,S,3,1,0,19,19.2,0.2969,3.1191,158.7,495.0
锦绣逸庭(公寓) ,S,2,1,S,3,0,0,11,19.2,0.1719,5.0421000000000005,89.25,450.0
上南花苑(三期) ,S,3,2,S,2,0,0,74,19.2,1.1562,6.118600000000002,142.19,870.0
万邦都市花园 ,S,3,2,S,2,1,8,43,19.2,0.9635,7.07,127.3,900.0
汇成五村 ,S,1,1,S,1,0,4,21,19.2,0.474,6.4918000000000005,36.2,235.0
蒙自路395弄 ,S,1,1,E,2,0,4,58,19.2,1.0521,7.3249,31.4,230.0
茂盛花苑 ,S,2,1,S,1,0,0,62,19.2,0.9687,3.9465,54.48,215.0
名仕豪庭(公寓) ,S,2,2,S N,3,1,3,3,19.2,0.1562,3.5282,90.7,320.0
龙港新村 ,S,2,1,S N,2,0,1,10,19.2,0.1927,4.8382000000000005,56.84,275.0
聚丰景都 ,S,1,1,S N,2,0,0,9,19.2,0.1406,4.5791,56.78,260.0
新城家园 ,S,3,2,S N,3,0,1,9,19.2,0.1771,3.3257000000000003,99.23,330.0
久久公寓 ,S,2,2,S N,0,1,4,22,19.2,0.4896,4.3462000000000005,130.0,565.0
光明小区 ,S,1,0,S,3,0,1,10,19.2,0.1927,9.1768,37.05,340.0
学林苑 ,S,1,1,S,3,0,0,16,19.2,0.25,5.1320000000000014,61.38,315.0
金沙鼎苑 ,S,1,1,S,0,0,0,12,19.2,0.1875,3.8135,56.38,215.0
梅川一街坊 ,S,2,1,S,3,0,0,32,19.2,0.5,6.3502,66.14,420.0
高安公寓 ,S,3,2,SE,3,1,8,31,19.2,0.776,9.9711,138.4,1380.0
龙吴路11弄 ,S,2,1,S,2,0,3,42,19.2,0.7656,6.1143,54.79,335.0
潍坊九村 ,S,1,0,S,0,0,1,12,19.2,0.224,11.0506,34.84,385.0
复元坊 ,S,2,1,S,2,1,6,15,19.2,0.4531,7.117000000000001,71.66,510.0
纺大小区 ,S,3,1,S,2,0,7,23,19.2,0.6146,6.4743,74.14,480.0
剑桥馨苑 ,S,2,2,S N,2,1,5,24,19.2,0.5573,4.6339999999999995,97.11,450.0
东晶国际公寓 ,S,2,2,SW,3,1,2,24,19.2,0.4479,7.7932000000000015,109.07,850.0
爱和大厦 ,S,2,1,NW,3,1,2,62,19.2,1.0417,6.3468,78.78,500.0
康桥月苑 ,S,2,2,S,3,0,3,74,19.2,1.2656,3.6807,72.27,266.0
中信泰富又一城 ,S,2,2,S N,1,1,35,9,31.0,0.8774,3.6531,98.0,358.0
安居古浪新苑 ,S,3,1,S,2,1,1,15,29.0,0.1793,4.4798,69.2,310.0
虹景苑 ,S,4,2,S,3,0,0,13,27.0,0.1444,3.1627,211.85,670.0
锦绣华都 ,S,2,2,S,1,1,37,39,25.0,1.504,5.0528,90.05,455.0
新弘国际城(公寓) ,S,2,2,S,0,1,5,5,20.0,0.25,3.0011,89.97,270.0
骏丰玲珑坊 ,S,2,1,S,0,0,4,11,15.0,0.4067,3.9062,69.89,273.0
子长小区 ,S,2,1,S,3,0,4,7,11.0,0.4455,5.1342,47.72,245.0
环镇北路211弄 ,S,2,1,S,2,0,3,19,9.0,0.8667,3.8191,69.65,266.0
西湖苑 ,S,1,1,S,0,0,1,5,7.0,0.3143,4.7488,32.64,155.0
浦江瑞和城 ,S,2,1,暂无数,1,0,1,178,19.2,2.8177,2.7467,75.0,206.0
宝立公寓 ,S,2,1,S,2,0,0,119,19.2,1.8594,7.1134,72.54,516.0
清涧四街坊 ,S,3,2,S,2,0,2,36,19.2,0.6354,4.3296,123.57,535.0
北茶园 ,S,1,1,S,3,0,0,87,19.2,1.3594,6.3307,41.07,260.0
安阳小区 ,S,1,1,S,2,0,1,10,19.2,0.1927,6.6984,48.37,324.0
万邦都市花园 ,S,1,1,S,2,1,0,48,19.2,0.75,8.1096,55.49,450.0
蓝高小区 ,S,2,1,S,2,0,0,29,19.2,0.4531,7.5,56.0,420.0
荡湾新村 ,S,2,1,S,2,0,5,49,19.2,0.9479,2.3998,53.34,128.0
广兰名苑 ,S,3,2,S,3,1,1,54,19.2,0.8802,5.3412000000000015,132.93,710.0
东缘公寓 ,S,2,1,S,3,0,3,54,19.2,0.9531,3.85,80.0,308.0
南新四村 ,S,1,1,S,3,0,1,56,19.2,0.9115,4.6915,47.96,225.0
鹏海小区 ,S,1,1,S,2,0,6,14,19.2,0.4375,4.9328,44.6,220.0
田图苑 ,S,3,2,S,3,0,0,21,19.2,0.3281,4.9584,106.89,530.0
三林世博家园(东书房路560弄) ,S,3,1,S,2,1,15,160,19.2,3.0469,4.8428,96.02,465.0
大华锦绣华城(十九街区)(公寓) ,S,2,2,S,3,0,20,18,19.2,1.0104,7.685,94.73,728.0
新梅绿岛苑 ,S,2,2,S N,2,1,13,239,19.2,4.2083,5.0417000000000005,91.24,460.0
浦发绿城 ,S,3,2,S,0,0,10,192,19.2,3.3646,4.1761,93.39,390.0
大宅风范城 ,S,2,2,S,1,1,16,50,19.2,1.3646,4.3791,82.21,360.0
金地艺境(宝山) ,S,4,2,S N,3,0,11,22,19.2,0.7448,3.7581,162.32,610.0
万科假日风景(公寓) ,S,2,2,S,3,0,11,31,19.2,0.8854,6.882999999999999,91.24,628.0
海信花苑 ,S,3,2,S,3,1,12,39,19.2,1.0469,7.546200000000002,124.17,937.0
车站新村(普陀) ,S,3,2,E,2,1,10,85,19.2,1.6927,4.6542,84.87,395.0
水语人家南苑 ,S,3,1,S N,1,1,11,28,19.2,0.8385,3.4349000000000003,97.53,335.0
和源名城 ,S,2,2,S,2,1,20,30,19.2,1.1979,5.0746,79.81,405.0
滨浦新苑四村 ,S,2,2,S N,2,0,15,38,19.2,1.1406,3.6232,75.9,275.0
春申景城湖滨晨韵 ,S,3,2,S N,3,1,11,28,19.2,0.8385,6.1348,116.55,715.0
春岚苑 ,S,2,2,S,3,0,0,12,13.0,0.2769,5.8618000000000015,97.24,570.0
白金府邸 ,S,3,2,S,3,1,0,12,19.2,0.1875,8.8119,202.0,1780.0
保利湖畔阳光苑 ,S,6,4,S N,3,1,7,185,19.2,3.1458,2.4914,240.83,600.0
华高苑 ,S,3,2,S,2,0,9,53,19.2,1.1562,4.6803,120.72,565.0
好日子大家园C区 ,S,2,1,S N,3,0,7,130,19.2,2.2865,3.7471,76.06,285.0
练民新村 ,S,2,2,S,0,0,0,34,19.2,0.5312,1.6372,91.62,150.0
航华二村梧柏小区 ,S,1,1,S,2,0,6,68,19.2,1.2812,4.1195,38.84,160.0
公园3000黄兴花园 ,S,5,2,S,3,1,10,288,19.2,4.8646,7.9392,148.63,1180.0
锦博苑 ,S,3,2,S N,3,0,12,239,19.2,4.1719,5.526000000000002,101.34,560.0
泰东新村(徐汇) ,S,2,1,S,3,0,5,34,19.2,0.7135,9.4479,47.63,450.0
静安兴海城 ,S,2,2,S,3,1,7,25,19.2,0.6458,9.9465,108.38,1078.0
国和二村 ,S,2,1,S,0,0,7,116,19.2,2.0677,4.9381,47.59,235.0
水清木华 ,S,3,2,S,3,1,6,100,19.2,1.7813,10.2527,136.55,1400.0
耀江国际广场(公寓) ,S,3,2,S,2,1,9,42,19.2,0.9844,7.2494,171.05,1240.0
明丰花园 ,S,4,2,S,3,0,0,37,19.2,0.5781,5.5499,136.94,760.0
九龙仓滨江壹十八 ,S,4,2,S,0,1,0,10,19.2,0.1562,13.6459,288.0,3930.0
东安四村 ,S,2,1,S,3,0,12,30,19.2,0.9062,7.2979,52.07,380.0
上海绿城 ,S,2,2,NE,3,1,6,20,19.2,0.5312,8.8398,108.6,960.0
万里欣苑 ,S,1,2,S,3,1,0,24,19.2,0.375,6.3608,62.1,395.0
莘闵花园 ,S,2,2,S,3,0,1,25,19.2,0.4271,3.6188,98.1,355.0
金藤苑 ,S,2,1,S,2,0,7,31,19.2,0.7396,5.2756,63.5,335.0
绿地世纪城(三期) ,S,3,2,S N,3,1,0,25,19.2,0.3906,8.5153,129.18,1100.0
万达城市公寓 ,S,3,2,S N,3,1,4,12,19.2,0.3333,5.3485000000000005,129.01,690.0
静安城 ,S,3,2,SE N,2,1,0,2,19.2,0.0312,7.716500000000001,130.89,1010.0
陆家嘴花园(二期) ,S,2,2,S,3,1,8,36,19.2,0.8542,11.1915,102.31,1145.0
万科金色城市 ,S,2,2,S,3,1,6,167,19.2,2.8281,7.2122,76.26,550.0
步高苑 ,S,3,2,SE,3,1,6,50,19.2,1.0,8.9398,152.13,1360.0
新湖青蓝国际 ,S,3,2,S N,3,0,0,24,19.2,0.375,10.4317,139.0,1450.0
古北御庭 ,S,4,2,S N,3,1,0,26,19.2,0.4062,9.292,196.73,1828.0
金杨新村三街坊 ,S,3,2,S,0,0,6,84,19.2,1.5312,5.816400000000002,72.21,420.0
秋月枫舍 ,S,2,2,S,0,1,7,39,19.2,0.8646,7.933400000000002,100.21,795.0
嘉利坊 ,S,1,1,S,2,1,9,24,19.2,0.7031,3.9892,55.15,220.0
昕泰苑 ,S,3,2,S,2,0,1,17,19.2,0.3021,5.6835,135.48,770.0
高境二村 ,S,3,2,S N,3,0,0,14,19.2,0.2188,4.4759,138.52,620.0
瑞雪大楼 ,S,2,1,S,3,1,9,41,19.2,0.9687,9.0292,57.37,518.0
三林世博家园(板泉路2101弄) ,S,2,1,S,2,0,7,66,19.2,1.2865,4.7477,76.88,365.0
新凯城尚樱苑 ,S,2,2,S,2,0,7,126,19.2,2.224,2.6245000000000003,74.3,195.0
东方雅苑 ,S,2,2,S,2,1,0,16,19.2,0.25,10.8131,123.0,1330.0
控江东三村 ,S,1,0,S,0,0,9,87,19.2,1.6875,4.8711,34.9,170.0
光大花园 ,S,3,2,S N,3,1,2,30,19.2,0.5417,4.7473,155.67,739.0
泰晤士小镇(公寓) ,S,3,2,S,0,0,0,7,19.2,0.1094,4.6951,99.04,465.0
镇宁路465弄 ,S,3,1,S,0,0,8,32,19.2,0.7917,7.1191,87.09,620.0
虹桥乐庭 ,S,4,3,S,1,1,6,102,19.2,1.8125,9.1618,240.13,2200.0
利西大楼 ,S,2,1,E,2,1,6,31,19.2,0.7031,6.8035000000000005,58.5,398.0
陆家嘴新景园 ,S,3,2,S,2,0,0,45,19.2,0.7031,6.1278000000000015,143.61,880.0
仁恒西郊花园 ,S,4,2,S,3,0,8,28,19.2,0.7292,5.919300000000002,223.0,1320.0
文化佳园 ,S,3,2,S,3,1,1,18,19.2,0.3177,7.971500000000002,131.72,1050.0
四季绿城 ,S,3,2,S N,2,1,7,39,19.2,0.8646,4.9238,127.95,630.0
新世纪名苑 ,S,3,2,S,3,1,0,3,19.2,0.0469,8.175600000000001,146.78,1200.0
炎虹路71弄 ,S,3,1,S,2,0,4,95,19.2,1.6302,6.5668000000000015,97.46,640.0
虹林新苑 ,S,3,2,S,3,0,3,41,19.2,0.75,6.1734,119.87,740.0
羽北小区 ,S,2,1,S,0,0,2,30,19.2,0.5417,8.241100000000001,67.71,558.0
奥林匹克花园 ,S,2,2,S,3,1,2,29,19.2,0.526,4.2697,89.0,380.0
仁恒河滨城 ,S,3,2,S,3,1,0,47,19.2,0.7344,8.5965,171.0,1470.0
富友嘉园 ,S,3,2,S N,2,0,4,29,19.2,0.599,3.3543000000000003,90.93,305.0
鞍山路310弄 ,S,3,2,S N,2,0,12,39,19.2,1.0469,7.1012,85.62,608.0
虹储小区 ,S,2,1,S,2,0,1,31,19.2,0.5208,5.9042,56.74,335.0
金地格林世界(圣莫尼卡) ,S,3,2,S N,0,1,11,14,19.2,0.6198,3.9462,133.8,528.0
东方知音苑 ,S,3,2,S,3,1,12,23,31.0,0.4935,8.4755,99.11,840.0
万邦都市花园 ,S,1,1,S,3,1,8,28,26.0,0.5385,8.013200000000001,54.91,440.0
华秀小区 ,S,1,0,N,3,0,13,28,22.0,0.7955,6.2275,30.51,190.0
龙柏西郊公寓 ,S,2,2,S,2,0,3,43,19.2,0.7812,5.5556,95.4,530.0
富友嘉园 ,S,3,2,S,1,0,2,220,19.2,3.5104,3.1601000000000004,91.77,290.0
天恒名城 ,S,4,2,S,3,1,2,65,19.2,1.0885,4.4464000000000015,178.8,795.0
嘉富利大厦 ,S,3,2,S,3,1,5,180,19.2,2.9948,5.9061,111.58,659.0
三花现代城(一期丹桂苑) ,S,1,1,S,3,1,2,166,19.2,2.6667,5.9425,58.73,349.0
嘉旺苑 ,S,2,2,S N,3,1,4,33,19.2,0.6615,3.9584,96.0,380.0
长风二村风荷园 ,S,2,1,S,2,0,4,21,19.2,0.474,5.7354,48.82,280.0
中邦城市 ,S,3,2,S,2,1,4,217,19.2,3.5365,4.2983,114.0,490.0
证大家园(二期) ,S,3,2,S,3,0,3,96,19.2,1.6094,6.931100000000002,98.83,685.0
万科假日风景(公寓) ,S,3,2,S,3,0,2,100,19.2,1.6354,5.6336,126.03,710.0
西班牙名园 ,S,3,2,S,2,1,3,174,19.2,2.8281,6.3332000000000015,124.74,790.0
梅陇四村 ,S,2,1,SE,2,1,0,19,19.2,0.2969,4.9752,78.39,390.0
国和一村 ,S,2,1,S,3,0,5,295,19.2,4.7917,5.1837,59.61,309.0
丽水豪庭 ,S,4,2,S,3,0,5,92,19.2,1.6198,2.5243,197.68,499.0
浦江世博家园十街坊 ,S,3,1,S,3,1,1,60,19.2,0.974,4.0403,105.44,426.0
曹杨君悦苑 ,S,3,2,S,3,1,2,40,19.2,0.6979,6.8628,153.0,1050.0
水岸豪庭 ,S,4,2,S,3,1,5,51,19.2,0.9792,7.5936,183.05,1390.0
达安花园 ,S,2,2,S,2,1,2,61,19.2,1.026,9.1744,101.37,930.0
大运盛城 ,S,3,2,S,2,1,2,29,19.2,0.526,6.9317,119.74,830.0
和欣国际花园 ,S,4,2,S,3,1,3,99,19.2,1.6562,3.9246,157.98,620.0
泰荣苑 ,S,3,2,S,3,1,5,26,19.2,0.5885,6.8671000000000015,142.71,980.0
金色碧云 ,S,3,2,S,3,0,5,44,19.2,0.8698,9.4526,121.66,1150.0
印象春城 ,S,2,2,S,1,1,5,23,19.2,0.5417,4.4383,89.0,395.0
星林苑 ,S,3,2,S,3,0,3,75,19.2,1.2813,5.3948,114.0,615.0
古华新村 ,S,3,1,暂无数,2,0,0,18,19.2,0.2812,2.1605000000000003,81.0,175.0
金桥都市花园 ,S,3,2,S,3,1,2,93,19.2,1.526,6.7648,134.52,910.0
翠苑(公寓) ,S,3,2,暂无数,1,0,2,60,19.2,1.0104,2.4884,90.42,225.0
永灵小区 ,S,3,2,S N,2,0,3,34,19.2,0.6406,5.23,130.02,680.0
迎春公寓 ,S,3,2,S,3,0,1,12,19.2,0.224,2.7229,119.36,325.0
解放新村 ,S,2,1,S,2,0,2,12,19.2,0.2604,2.4544,47.67,117.0
贤兴公寓 ,S,3,2,S,0,0,1,9,19.2,0.1771,3.0575,98.12,300.0
嘉业海悦苑 ,S,1,1,S,3,1,2,62,19.2,1.0417,1.7542,65.56,115.0
绿地海珀佘山 ,S,3,2,S,0,0,1,40,19.2,0.6615,3.5124,88.26,310.0
青云路702号 ,S,1,1,S,3,0,2,38,19.2,0.6667,6.295800000000002,43.68,275.0
华光花园 ,S,3,2,S,3,0,1,91,19.2,1.4583,5.9941,104.77,628.0
东方时空公寓 ,S,2,1,S N,3,1,3,30,19.2,0.5781,10.1754,80.39,818.0
金汇豪庭 ,S,4,2,S,3,1,2,30,19.2,0.5417,6.6353,218.53,1450.0
大华锦绣华城(九街区) ,S,4,2,S N,3,0,2,133,19.2,2.151,8.8125,80.0,705.0
上炼二村 ,S,2,0,S,1,0,1,11,19.2,0.2083,3.3756000000000004,49.77,168.0
保利湖畔阳光苑 ,S,4,2,S N,3,1,3,92,19.2,1.5469,3.4132,149.42,510.0
上南十二村 ,S,1,0,S,1,0,7,33,19.2,0.7708,5.1488000000000005,34.96,180.0
西郊景平苑 ,S,2,1,S,1,1,3,19,19.2,0.4062,3.8537,81.74,315.0
栖山小区 ,S,1,1,S,2,0,2,26,19.2,0.4792,5.2286,59.29,310.0
嘉骏花苑 ,S,4,2,S,3,0,7,67,19.2,1.3021,6.134600000000002,82.32,505.0
中远两湾城 ,S,3,2,S,3,1,2,65,19.2,1.0885,6.352600000000002,132.23,840.0
丽水湾 ,S,2,2,S,0,0,4,8,19.2,0.2708,1.7077,84.91,145.0
百欣苑 ,S,2,1,S,2,0,1,37,19.2,0.6146,2.765,77.76,215.0
新城尚上城 ,S,3,2,S,3,1,0,61,19.2,0.9531,2.8805,128.45,370.0
凌云新村 ,S,1,1,S,0,0,4,23,19.2,0.5052,5.0475,49.53,250.0
远中风华园(公寓) ,S,2,2,S,3,1,37,59,19.2,2.2708,11.2208,118.53,1330.0
新华世纪园 ,S,3,2,S,3,1,4,13,19.2,0.349,8.1668,150.61,1230.0
锦绣前程阳光苑 ,S,3,2,S,1,1,0,6,19.2,0.0938,8.6782,148.65,1290.0
今日丽园 ,S,4,2,S,3,1,7,34,19.2,0.7865,8.381400000000001,168.23,1410.0
汇锦城三期 ,S,2,2,S,1,1,20,34,19.2,1.2604,2.7917,84.18,235.0
中远两湾城 ,S,3,2,SW,2,1,26,150,19.2,3.2917,5.7621,123.22,710.0
永乐苑 ,S,2,2,S,2,0,6,17,19.2,0.4844,6.608700000000002,95.33,630.0
博园 ,S,2,2,S,3,1,5,74,19.2,1.3385,9.2149,131.31,1210.0
桃浦新家园 ,S,3,2,S,3,0,1,38,19.2,0.6302,3.9403,121.82,480.0
美岸栖庭(公寓) ,S,2,2,S N,3,0,10,37,19.2,0.9427,5.6757,91.62,520.0
新宜小区 ,S,1,1,S,2,0,27,35,19.2,1.5312,4.6436,39.84,185.0
东五小区(虹口) ,S,2,1,S,2,1,9,10,19.2,0.4844,6.9409,66.13,459.0
东方巴黎 ,S,3,2,NW,3,1,6,32,19.2,0.7188,10.3839,130.01,1350.0
阳光城市家园 ,S,2,1,S,3,1,23,109,19.2,2.5417,5.0179,81.31,408.0
仁恒公园世纪 ,S,3,2,S,3,1,2,11,19.2,0.2448,12.1795,156.0,1900.0
复兴珑御 ,S,2,2,S,3,0,0,8,31.0,0.0774,12.7978,140.65,1800.0
永康城永锦苑 ,S,2,2,S N,2,0,5,3,22.0,0.2,2.8948,76.0,220.0
尚海湾豪庭 ,S,1,2,S,3,1,0,32,21.0,0.4571,11.0,70.0,770.0
久阳文华府邸(公寓) ,S,1,1,S N,3,0,1,4,16.0,0.1187,3.7889999999999997,57.8,219.0
果园小区 ,S,1,1,S,1,0,5,9,15.0,0.4133,2.8572,33.95,
祥德路143弄 ,S,2,1,S,0,0,21,26,14.0,1.6071,6.1049000000000015,53.4,326.0
浦航新城中城苑 ,S,2,1,S,1,1,1,23,10.0,0.76,2.5609,78.1,200.0
绿地诺丁山(公寓) ,S,1,1,S N,3,1,1,2,9.0,0.1444,4.0307,53.59,216.0
馨佳园(韶山路419弄) ,S,2,2,S N,0,1,2,5,8.0,0.3625,3.7618,78.42,295.0
云锦佳苑 ,S,2,2,S,2,0,6,31,19.2,0.7031,1.7525000000000002,82.74,145.0
松云银座 ,S,1,1,E,2,1,3,7,31.0,0.1355,2.0875,45.99,
万达广场(松江) ,S,1,1,S,3,1,0,2,8.0,0.075,1.756,56.95,100.0
保利西子湾 ,S,1,1,S,3,1,0,27,19.2,0.4219,4.3457,59.83,260.0
崇文园 ,S,2,1,S N,3,1,0,44,19.2,0.6875,6.7568,74.0,500.0
丽都新贵 ,S,1,1,N,2,1,1,93,19.2,1.4896,5.1967,68.89,358.0
