region,city,rooms,halls,towards,decoration,have_elevator,visited,attention,publishday,popular,unit_price,area,total_price
金利公寓 ,S,1,1,S,1,0,18,14,19.2,0.875,4.1819000000000015,55.0,230.0
金泽苑 ,S,1,2,S,3,0,14,55,19.2,1.3698,5.5529,62.13,345.0
合生城邦四街坊 ,S,2,2,S,3,1,12,116,19.2,2.25,3.9256,99.35,390.0
万科金色雅筑 ,S,3,2,S N,0,0,17,252,19.2,4.5573,7.1911000000000005,89.0,640.0
宛南三村 ,S,2,1,S,2,0,2,24,19.2,0.4479,7.1989,47.23,340.0
绿地清猗园(威廉公馆) ,S,3,2,S N,3,1,0,78,19.2,1.2188,4.6184,131.0,605.0
静安新城七区 ,S,2,2,S,2,1,11,72,19.2,1.526,6.5203000000000015,89.72,585.0
朗诗未来街区 ,S,3,2,S,0,0,9,30,19.2,0.7969,3.028,77.61,235.0
朗诗未来街区 ,S,3,2,S N,0,0,8,56,19.2,1.1667,3.0257,77.67,235.0
通河二村 ,S,1,1,S,2,0,12,57,19.2,1.3281,4.2984,39.55,170.0
紫晶苑 ,S,1,2,S,0,1,2,44,19.2,0.7604,4.5985000000000005,60.89,280.0
茂盛城市花园 ,S,2,1,S,3,0,0,12,19.2,0.1875,6.3839000000000015,70.49,450.0
锦绣江南(一期) ,S,3,2,S,3,1,19,72,19.2,1.8177,6.6537000000000015,127.75,850.0
三兴苑 ,S,2,1,S,0,0,10,142,19.2,2.5833,6.1618,50.31,310.0
新华世纪园 ,S,2,2,S,3,1,9,103,19.2,1.9375,8.2239,114.91,945.0
绿地南桥新苑 ,S,2,1,S,2,1,10,28,19.2,0.8021,3.5441000000000003,70.54,250.0
绿地香颂(浦东)(公寓) ,S,3,1,S,3,1,0,70,19.2,1.0938,4.7815,87.84,420.0
绿地崴廉公寓 ,S,2,2,S,0,1,5,14,19.2,0.401,5.2727,89.14,470.0
凯欣豪园 ,S,1,0,W,3,1,15,42,19.2,1.2031,11.235999999999999,46.28,520.0
延长小区(闸北) ,S,2,0,S,3,0,0,26,19.2,0.4062,7.3661,44.8,330.0
久耕小区 ,S,2,1,S N,2,0,9,30,19.2,0.7969,6.4163000000000014,63.9,410.0
万达城市公寓 ,S,3,2,S N,3,1,11,67,19.2,1.4479,5.1449,89.41,460.0
中南小区 ,S,2,1,S,3,0,0,14,19.2,0.2188,10.3627,79.13,820.0
乐怡苑(普陀) ,S,2,1,S,3,0,4,108,19.2,1.8333,5.9941,60.06,360.0
馨乐园 ,S,2,2,S,3,0,0,16,19.2,0.25,5.0,90.0,450.0
华业小区 ,S,2,1,S N,3,0,0,8,19.2,0.125,11.4974,77.67,893.0
奥林匹克花园 ,S,2,2,S,3,0,12,113,19.2,2.2031,4.0737000000000005,89.6,365.0
金杨新村五街坊 ,S,1,1,S,2,0,10,31,19.2,0.849,4.8483,49.09,238.0
东体小区 ,S,1,0,N,2,0,5,229,19.2,3.7604,4.9847,26.08,130.0
菊泉新城(陆翔路358弄) ,S,2,1,S,1,0,15,41,19.2,1.1875,3.6216,71.24,258.0
浩城华苑 ,S,2,2,S,3,1,19,33,19.2,1.2083,8.844100000000003,97.24,860.0
成亿宝盛家苑 ,S,2,2,S,3,1,13,32,19.2,0.974,3.4662,96.65,335.0
东方悦居 ,S,1,1,S,1,0,12,66,19.2,1.4688,5.961,48.65,290.0
茂盛城市花园 ,S,2,1,S,0,0,10,9,19.2,0.5052,7.462700000000001,67.0,500.0
菊园 ,S,3,2,S,0,1,15,22,19.2,0.8906,7.834,153.18,1200.0
荷风翠庭 ,S,1,1,S,2,0,9,41,19.2,0.9687,2.0221,49.95,101.0
晶采名人大厦 ,S,3,2,SW,3,1,3,29,27.0,0.4,7.4811,195.16,1460.0
绿地海珀黄浦 ,S,3,2,S N,3,1,0,39,17.0,0.6882,12.9076,104.59,1350.0
莘南花苑二村 ,S,2,2,S,2,0,38,9,19.2,1.526,5.3915000000000015,66.03,356.0
控江二村 ,S,4,2,S,2,0,6,43,19.2,0.8906,5.7278,139.67,800.0
春申景城MIDTOWN ,S,3,2,S,3,1,2,27,19.2,0.4948,6.6546,137.5,915.0
水语人家北苑 ,S,2,2,SE,3,1,33,76,19.2,2.3906,3.125,77.12,241.0
崮山小区一街坊 ,S,2,1,S,3,0,34,59,19.2,2.1615,8.962100000000003,61.37,550.0
田林十二村 ,S,2,1,S,3,0,29,56,19.2,1.9323,8.4465,50.08,423.0
缘圆宝邸 ,S,2,2,S,3,1,21,71,19.2,1.875,4.5474000000000006,73.01,332.0
平阳三村 ,S,2,1,S,2,0,37,16,19.2,1.599,4.731,73.77,349.0
绿洲康城亲水湾(中央区) ,S,3,2,S,3,1,5,22,19.0,0.5316,4.8144,137.09,660.0
阳光园(二期)(三期) ,S,3,2,S,3,1,2,63,19.2,1.0573,2.0359000000000003,142.45,290.0
万科城市花园 ,S,2,2,SE,3,0,5,520,19.2,8.3073,4.8751000000000015,80.82,394.0
嘉天汇 ,S,3,2,S,3,0,2,106,19.2,1.7292,15.0221,193.05,2900.0
大同花园南区 ,S,3,2,S N,2,1,5,52,19.2,0.9948,8.0006,153.74,1230.0
好日子大家园C区 ,S,2,2,S,3,0,3,92,19.2,1.5469,3.4236,93.47,320.0
汇丽苑 ,S,3,2,S,2,0,1,51,19.2,0.8333,3.721,122.28,455.0
联洋花园(一期) ,S,3,2,S,2,1,19,273,19.2,4.9583,9.205,108.42,998.0
高行绿洲(六期) ,S,2,2,S,0,1,4,193,19.2,3.1615,3.3998000000000004,80.3,273.0
白玉新村 ,S,2,1,SE,1,0,3,88,19.2,1.4844,6.0372,55.49,335.0
证大家园(一期) ,S,2,2,S,3,1,1,147,19.2,2.3333,7.4886,89.47,670.0
大华清水湾 ,S,2,2,S,3,1,3,71,19.2,1.2188,8.9277,98.57,880.0
三林苑 ,S,2,2,S N,2,0,4,148,19.2,2.4583,4.591,71.88,330.0
宝北小区 ,S,2,1,S,3,0,11,50,19.2,1.1823,5.2771,64.43,340.0
静安新城七区 ,S,3,2,S N,3,1,28,68,19.2,2.0833,6.6979999999999995,108.69,728.0
联鑫坊 ,S,2,2,S,2,0,5,75,19.2,1.3542,4.7202,90.04,425.0
龙湖郦城 ,S,2,2,S,0,1,4,105,19.2,1.7865,3.7642,95.64,360.0
明德坊 ,S,2,2,S,3,1,26,192,19.2,3.9479,6.5686,107.33,705.0
花木绿城锦绣兰庭 ,S,3,2,S,3,1,3,74,19.2,1.2656,10.1899,158.0,1610.0
东方巴黎 ,S,2,1,SE N,3,1,1,111,19.2,1.7708,11.2917,86.79,980.0
阳光四季公寓 ,S,3,2,S,2,1,1,9,19.2,0.1771,8.7067,182.39,1588.0
愉景华庭 ,S,3,2,S W,3,1,1,81,19.2,1.3021,6.0705,148.26,900.0
三林新村(永泰路136弄) ,S,1,1,S,0,1,3,157,19.2,2.5625,5.1819000000000015,51.14,265.0
鑫峰苑 ,S,3,2,S N,2,1,15,45,19.2,1.25,3.6734,119.51,439.0
翠鑫苑 ,S,2,2,S N,0,0,4,156,19.2,2.5833,2.3676,87.01,206.0
江临天下 ,S,3,2,S,3,1,2,93,19.2,1.526,9.933,125.34,1245.0
龙南七村 ,S,2,1,S,3,0,2,117,19.2,1.901,5.9117000000000015,62.25,368.0
上海花城 ,S,2,2,S,3,1,26,101,19.2,2.526,6.9188,102.62,710.0
永翔佳苑 ,S,2,1,S,2,1,27,43,19.2,1.6562,3.6674,84.53,310.0
中海御景熙岸(公寓) ,S,3,2,S,3,1,26,61,19.2,1.901,5.2084,88.32,460.0
耀江花园 ,S,3,2,S,3,1,29,3,19.2,1.1042,12.8395,129.99,1669.0
尚汇豪庭 ,S,3,2,S,1,1,25,42,19.2,1.5677,9.5134,136.65,1300.0
世茂滨江花园 ,S,1,2,W,3,1,18,72,19.2,1.7812,8.702200000000001,93.08,810.0
锦绣江南(四期) ,S,2,2,S,2,1,29,15,19.2,1.2917,7.0964,116.82,829.0
永翔佳苑 ,S,2,1,S,3,1,25,34,19.2,1.4427,3.8689999999999998,87.88,340.0
城中花园 ,S,3,2,S,2,1,27,80,19.2,2.2344,3.5665,143.0,510.0
金都雅苑(公寓) ,S,2,2,S N,3,0,22,13,19.2,1.0052,2.6388000000000003,84.89,224.0
福源汇居 ,S,2,2,S N,3,1,25,38,19.2,1.5052,9.3443,120.93,1130.0
山水国际 ,S,2,2,S,3,1,17,17,19.2,0.8854,10.4639,114.68,1200.0
一品漫城(三期) ,S,2,2,S,3,1,23,24,19.2,1.2135,5.7613,93.73,540.0
梅园四街坊 ,S,2,1,S,2,0,23,12,19.2,1.026,10.2365,56.66,580.0
仁恒公园世纪 ,S,4,2,S,3,1,6,11,19.2,0.3906,10.9388,245.0,2680.0
江临天下 ,S,4,2,SE,3,1,4,32,19.2,0.6458,8.3626,197.07,1648.0
海悦花园 ,S,3,2,SW,3,1,7,35,15.0,1.0267,8.738100000000001,113.87,995.0
绿地御桥苑 ,S,3,2,S,3,0,6,33,10.0,1.41,5.7287,87.28,500.0
中环一号(一期) ,S,3,2,S N,3,1,10,136,19.2,2.4896,4.7296000000000005,120.52,570.0
中房樱桃苑 ,S,3,2,S N,3,1,1,99,19.2,1.5833,7.1530000000000005,134.21,960.0
万祥馨苑 ,S,3,2,S,1,0,0,79,19.2,1.2344,1.6587,120.58,200.0
新江湾佳苑 ,S,3,2,S,3,1,13,107,26.0,1.5846,9.9334,85.57,850.0
控江路740弄 ,S,2,0,S,2,0,2,31,19.2,0.5573,5.2486000000000015,46.68,245.0
芙蓉小区 ,S,3,1,S,2,0,3,37,19.2,0.6875,6.1291,65.1,399.0
香港丽园 ,S,3,2,S,3,1,8,424,19.2,6.9167,6.9685000000000015,112.65,785.0
华丽家族汇景天地(商业类) ,S,1,1,E,0,0,17,55,19.2,1.4792,4.9624000000000015,58.44,290.0
绿地时代嘉苑 ,S,3,2,S,1,0,1,29,19.2,0.4896,2.4683,103.31,255.0
莘沥路18弄 ,S,3,2,S,2,0,0,24,19.2,0.375,5.1183000000000005,97.69,500.0
黄浦众鑫城 ,S,2,2,S,3,1,13,92,19.2,1.9115,8.2514,119.98,990.0
新天家园 ,S,3,2,S,3,1,11,21,19.2,0.7292,8.480500000000001,129.12,1095.0
鞍山三村 ,S,2,1,S,2,0,11,51,19.2,1.1979,6.6841,61.34,410.0
金沙嘉苑 ,S,2,2,S,3,1,14,60,19.2,1.4479,5.032,103.34,520.0
文华苑(宝山) ,S,2,2,S N,2,0,7,349,19.2,5.7083,4.3894,82.7,363.0
慧芝湖花园 ,S,3,2,S,3,1,16,57,19.2,1.474,9.0588,141.3,1280.0
东兰世茗雅苑 ,S,3,2,S,3,1,15,81,19.2,1.8125,5.3834,123.53,665.0
新城金郡 ,S,2,2,S,3,1,16,43,19.2,1.2552,3.7866,82.66,313.0
冠都公寓 ,S,2,2,S,3,1,16,32,19.2,1.0833,6.213500000000002,111.05,690.0
新梅花苑 ,S,1,1,S,0,0,1,12,23.0,0.187,4.2459,49.46,210.0
旭辉华庭 ,S,2,2,S N,3,1,0,10,7.0,0.4286,3.6765,85.68,315.0
石光小区 ,S,2,1,S,2,0,11,31,19.2,0.8854,5.4165,56.31,305.0
古美八村 ,S,2,1,S,2,0,16,70,19.2,1.6771,4.8259,64.03,309.0
达安花园 ,S,2,1,S,2,1,35,282,19.2,5.6823,7.5681,88.53,670.0
真光七街坊 ,S,2,1,S,2,0,11,25,19.2,0.7917,5.0771000000000015,59.09,300.0
天山河畔花园 ,S,3,2,S,3,1,9,77,19.2,1.5312,8.632900000000001,141.32,1220.0
华侨城(普陀) ,S,3,2,S N,3,1,18,34,19.2,1.1875,9.1749,166.76,1530.0
宛平南路65弄 ,S,2,0,S,2,0,2,94,19.2,1.5417,7.2097000000000016,51.32,370.0
宝城一村 ,S,1,1,S,3,0,0,65,19.2,1.0156,3.9008,42.3,165.0
金杨新村九街坊 ,S,2,1,S N,3,0,3,45,19.2,0.8125,5.2280000000000015,61.21,320.0
联业大楼 ,S,2,1,S,2,1,3,33,19.2,0.625,6.8326,77.57,530.0
红梅小区(嘉定) ,S,2,1,S,0,0,0,81,19.2,1.2656,2.4459,64.6,158.0
浦江馨都 ,S,1,1,S,1,1,0,53,19.2,0.8281,3.1387,57.35,180.0
绿地崴廉公寓 ,S,2,2,S,3,1,0,25,19.2,0.3906,5.1764,99.49,515.0
新宜小区 ,S,1,0,S,2,0,4,112,19.2,1.8958,4.5351,34.84,158.0
古华B区 ,S,2,1,S,3,0,1,32,19.2,0.5365,2.4915000000000003,67.43,168.0
路劲上海派 ,S,3,2,SW,1,1,14,28,19.2,0.9479,3.1031,87.01,270.0
聚缘北庭 ,S,2,1,S N,1,1,0,48,19.2,0.75,2.7986,75.04,210.0
上外中山大楼 ,S,2,1,S,3,1,18,83,19.2,1.9531,5.7442,74.51,428.0
新凯城银杏苑 ,S,2,1,S,1,1,16,12,19.2,0.7708,3.1009,72.56,225.0
广洋新景苑(公寓) ,S,3,2,S,1,1,2,50,19.2,0.8542,8.573400000000001,149.3,1280.0
星晓家园 ,S,3,2,S,3,0,0,46,19.2,0.7188,3.6146,113.43,410.0
逸翠公馆 ,S,2,2,S,3,1,0,380,19.2,5.9375,6.178800000000002,103.58,640.0
大宁龙盛雅苑 ,S,2,1,SE,2,1,0,130,19.2,2.0312,8.718200000000001,61.94,540.0
金沙小区 ,S,3,2,S,3,0,0,21,19.2,0.3281,2.9324000000000003,133.0,390.0
吴杨雅苑 ,S,2,2,S,0,0,0,77,19.2,1.2031,3.721,86.0,320.0
馨虹苑 ,S,3,2,S,0,1,1,169,19.2,2.6771,6.9408,112.38,780.0
南方新村 ,S,3,1,S N,2,0,9,67,19.2,1.375,5.4933000000000005,77.55,426.0
崧泽华城佳福雅苑 ,S,2,1,S,1,0,6,91,19.2,1.6406,2.5883000000000003,75.34,195.0
金桥花园 ,S,3,2,S SW,3,0,1,68,19.2,1.099,7.5822,106.83,810.0
三皇桥小区 ,S,3,2,S N,2,1,0,109,19.2,1.7031,2.2521,123.0,277.0
老西门新苑 ,S,3,2,S,3,1,3,65,19.2,1.125,9.4302,197.24,1860.0
上海星河湾 ,S,3,2,S,0,1,3,4,19.2,0.1719,6.0417000000000005,240.0,1450.0
仁恒河滨城 ,S,3,2,NW,3,1,4,58,19.2,1.0521,9.544,125.21,1195.0
仁恒河滨城 ,S,3,2,S,3,1,2,18,19.2,0.3542,9.7985,151.86,1488.0
新家坡美树馆 ,S,3,2,S,3,1,2,9,17.0,0.2412,9.6069,145.73,1400.0
中天碧云 ,S,3,2,S,3,0,1,1,13.0,0.0769,8.9902,133.48,1200.0
东方知音苑 ,S,4,2,S,0,0,2,5,12.0,0.2417,8.188500000000001,138.0,1130.0
新凯一期 ,S,2,2,S,3,1,1,31,12.0,0.8333,3.2870000000000004,81.84,269.0
中房公寓 ,S,2,1,S,3,1,0,11,6.0,0.55,3.9715,74.28,295.0
清涧八街坊 ,S,2,1,S,3,0,13,113,19.2,2.2396,4.3832,62.74,275.0
图们小区 ,S,2,1,SE,2,0,12,79,19.2,1.6719,4.7899,56.16,269.0
圣约翰名邸 ,S,2,2,S,3,1,14,77,19.2,1.7135,8.9544,99.17,888.0
鑫鑫花园 ,S,2,2,S,3,0,17,98,19.2,2.151,3.5957000000000003,94.28,339.0
华高二村 ,S,1,1,S,0,0,9,79,19.2,1.5625,4.4404,54.05,240.0
金桥爱建园 ,S,3,3,S,3,1,9,53,19.2,1.1562,7.2734,171.86,1250.0
象屿大宁悦府 ,S,2,2,S N,3,0,9,111,19.2,2.0625,8.603200000000001,88.34,760.0
复地新都国际 ,S,1,1,S,3,1,7,86,19.2,1.599,9.0531,69.59,630.0
星纳家园 ,S,1,1,S,1,1,10,49,19.2,1.1302,3.8462,52.0,200.0
奉浦二村 ,S,2,2,S N,0,0,5,32,19.2,0.6823,2.2197,85.6,190.0
象屿大宁悦府 ,S,2,2,S,3,1,8,74,19.2,1.4479,7.977600000000002,89.0,710.0
德州六村 ,S,2,1,S N,0,0,0,51,19.2,0.7969,4.7253,54.6,258.0
大华一村 ,S,3,1,S,0,0,4,39,19.2,0.7552,4.6807,96.14,450.0
仁恒河滨城 ,S,3,2,N,3,1,20,15,19.2,0.9635,9.5748,125.33,1200.0
华升新苑 ,S,3,2,S N,3,1,11,8,19.2,0.526,8.0336,143.15,1150.0
园南二村 ,S,3,2,S,3,1,1,82,19.2,1.3177,6.0520000000000005,84.27,510.0
普乐三村 ,S,1,1,S,2,0,4,85,19.2,1.474,3.8223,46.57,178.0
南杨花园 ,S,2,1,S,2,0,6,41,19.2,0.8594,5.4108,81.32,440.0
宝地东花园 ,S,2,2,S,3,1,22,44,19.2,1.4896,8.4826,95.49,810.0
泗塘七村 ,S,2,1,S,2,0,6,7,19.2,0.3281,3.9978,52.28,209.0
爱建小区 ,S,2,1,SE,2,0,0,26,19.2,0.4062,6.5385,52.0,340.0
绿地公寓(长宁) ,S,3,2,S,3,0,5,61,19.2,1.1354,6.3026,128.52,810.0
宏立瑞园 ,S,3,2,S,0,1,2,15,19.2,0.3073,3.4925,121.69,425.0
航华二村嘉丰公寓 ,S,2,1,S,2,0,2,54,19.2,0.9167,4.0272000000000014,76.73,309.0
海高二村 ,S,2,1,S,2,0,1,45,19.2,0.7396,3.4815,54.0,188.0
国顺路300弄 ,S,2,0,S,2,0,2,14,19.2,0.2917,6.2402000000000015,50.96,318.0
四季晶园 ,S,2,2,S,3,1,1,93,19.2,1.4896,7.607,111.74,850.0
民春苑 ,S,3,1,S,1,0,1,82,19.2,1.3177,3.2033,85.85,275.0
罗秀三村 ,S,2,0,S,2,0,1,17,19.2,0.3021,4.6968000000000005,48.97,230.0
思南新苑 ,S,3,2,S N,3,1,3,64,19.2,1.1094,9.8575,177.53,1750.0
金桥都市花园 ,S,3,2,S N,3,1,2,16,19.2,0.3229,6.489,127.91,830.0
绿地香颂(浦东)(公寓) ,S,3,2,S,0,1,38,24,19.2,1.7604,5.5215000000000005,87.84,485.0
翠庭 ,S,3,2,S,3,1,0,14,25.0,0.168,7.5235,154.45,1162.0
丽园新村 ,S,2,1,S,2,0,2,21,18.0,0.4278,7.753500000000002,51.59,400.0
三湘森林海尚(嘉定) ,S,2,2,S N,3,0,4,11,16.0,0.3812,4.625,89.73,415.0
步高苑 ,S,3,2,S,3,1,11,123,19.2,2.3229,9.2944,139.87,1300.0
加州水郡 ,S,3,2,SE,3,1,18,119,19.2,2.5156,8.0572,163.83,1320.0
中远两湾城 ,S,1,2,SW,0,1,1,70,19.2,1.1302,8.2357,63.14,520.0
家乐苑 ,S,2,1,S,2,0,2,7,19.2,0.1823,5.3740000000000006,66.99,360.0
望江苑 ,S,2,1,S,3,1,2,31,19.2,0.5573,9.0226,99.75,900.0
新天家园 ,S,3,2,S,3,1,19,40,19.2,1.3177,8.906500000000003,129.12,1150.0
中虹华苑 ,S,2,2,S N,0,0,12,31,19.2,0.9219,3.8808,76.79,298.0
浦江世博家园八街坊 ,S,2,1,S N,2,0,0,146,19.2,2.2812,4.1781000000000015,76.59,320.0
世纪花苑 ,S,3,2,E,3,1,5,318,19.2,5.151,4.5230000000000015,139.29,630.0
华敏世纪广场 ,S,3,2,S,3,1,10,35,19.2,0.9115,9.3711,151.53,1420.0
沙田花园 ,S,3,2,SW,2,1,10,43,19.2,1.0365,6.669300000000002,127.45,850.0
金硕河畔景园西区 ,S,1,1,S,1,0,9,189,19.2,3.2812,2.8869,51.96,150.0
长桥一村 ,S,2,1,S,2,1,5,85,19.2,1.5104,6.8653,59.43,408.0
绿地东上海 ,S,2,2,S,0,1,7,36,19.2,0.8177,4.4786,100.48,450.0
泰府名邸 ,S,3,2,S N,3,1,6,49,19.2,0.9844,11.8431,156.21,1850.0
上海家园 ,S,2,2,S N,2,0,7,100,19.2,1.8177,5.2152,92.04,480.0
长虹小区 ,S,1,1,S,0,0,0,71,19.2,1.1094,5.3472,55.17,295.0
同润玫瑰芳苑 ,S,3,2,S N,3,0,6,88,19.2,1.5938,2.7009000000000003,88.86,240.0
新城金郡 ,S,3,2,S N,2,0,10,100,19.2,1.9271,4.5358,93.7,425.0
歌林春天馨园 ,S,4,2,S,3,0,7,51,19.2,1.0521,6.9805,150.42,1050.0
文怡花园 ,S,3,2,S N,2,0,8,31,19.2,0.776,2.5473000000000003,107.96,275.0
民乐小区 ,S,2,2,S,2,0,7,52,19.2,1.0677,3.2198,84.79,273.0
华润佘山九里 ,S,5,2,S N,3,0,0,15,19.2,0.2344,4.3403,288.0,1250.0
虹桥中山广场 ,S,3,2,NW,2,1,6,33,19.2,0.7344,6.212999999999999,143.25,890.0
乐山四五村 ,S,2,1,S,3,1,9,26,19.2,0.7344,7.7971,48.48,378.0
静安城 ,S,3,2,S,2,1,9,21,19.2,0.6562,6.2624,167.67,1050.0
香樟公寓 ,S,2,2,S,2,1,0,1,19.2,0.0156,5.9989,166.7,1000.0
尚东国际名园 ,S,3,2,S,3,1,0,17,19.2,0.2656,8.3531,135.28,1130.0
浦建小区 ,S,1,1,S,2,0,16,22,26.0,0.6846,5.5929,46.13,258.0
金旋小区 ,S,2,1,S,3,0,3,58,19.2,1.0156,5.9348,50.55,300.0
华侨城苏河湾(商业类) ,S,2,2,S,3,0,23,24,19.2,1.2135,6.3363000000000005,150.72,955.0
尚海湾豪庭 ,S,3,2,S,3,1,9,11,19.2,0.5,9.943999999999999,165.93,1650.0
中远两湾城 ,S,3,2,S N,1,1,43,45,19.2,2.2708,6.6183000000000005,130.7,865.0
民乐佳苑 ,S,1,1,S,1,0,4,37,19.2,0.724,2.944,63.86,188.0
丰舍东苑 ,S,3,2,S,1,0,4,23,19.2,0.5052,3.7579,119.75,450.0
城南新村 ,S,2,1,S N,1,0,2,10,19.2,0.2292,2.8941000000000003,67.38,195.0
汇丽苑 ,S,2,2,S,0,0,6,43,19.2,0.8906,3.2569000000000004,100.71,328.0
万登花苑 ,S,3,2,S,3,0,9,93,19.2,1.7812,5.0863000000000005,143.13,728.0
紫薇新村 ,S,2,1,S,0,0,6,44,19.2,0.9062,3.6912,65.02,240.0
翠湖天地雅苑 ,S,3,2,S,3,1,34,31,19.2,1.724,12.8948,190.0,2450.0
金地未未来 ,S,3,2,S,3,1,19,38,19.2,1.2865,7.0415,86.63,610.0
中南新村 ,S,3,1,S,2,0,5,11,19.2,0.3542,10.7281,135.16,1450.0
卫茂大厦 ,S,2,1,S,3,1,7,23,19.2,0.6146,6.6457000000000015,88.78,590.0
浦东大道2511弄 ,S,2,1,S,3,0,9,687,19.2,11.0625,4.2355,63.04,267.0
龙南三四村 ,S,1,1,S,1,0,5,22,19.2,0.526,5.5463000000000005,47.78,265.0
浦江智汇园 ,S,2,2,S N,3,1,10,37,19.2,0.9427,4.7959000000000005,81.32,390.0
锦绣苑 ,S,3,2,S,2,0,5,22,19.2,0.526,6.495500000000002,135.48,880.0
九华苑 ,S,2,2,S,2,0,7,68,19.2,1.3177,2.6515,87.5,232.0
沙田公寓 ,S,3,1,S,2,0,7,136,19.2,2.3802,3.1364,88.0,276.0
恒阳花苑 ,S,2,2,S,2,1,10,88,19.2,1.7396,7.3115,86.85,635.0
天安花园 ,S,2,2,S N,3,1,10,73,19.2,1.5052,8.6372,109.99,950.0
静安新城四区 ,S,2,1,S,2,0,5,36,19.2,0.7448,5.2624,64.61,340.0
同济融景雅苑 ,S,2,2,S N,3,1,24,111,19.2,2.6094,4.8612,82.08,399.0
泰成花苑 ,S,3,1,S,2,1,6,110,19.2,1.9375,6.1295,122.36,750.0
合生城邦四街坊 ,S,2,2,S N,3,1,9,80,19.2,1.5781,4.0808,90.18,368.0
峨山小区 ,S,2,1,S N,3,0,7,92,19.2,1.6927,6.3361,45.77,290.0
蓝色城邦(公寓) ,S,2,2,S,2,1,3,16,19.2,0.3594,1.948,88.3,172.0
龙南三四村 ,S,1,1,S,2,0,6,39,19.2,0.8281,5.977600000000002,40.15,240.0
仁恒广场 ,S,3,2,SE,0,1,6,44,19.2,0.9062,5.8210000000000015,137.09,798.0
南华二村(嘉定) ,S,2,2,S,3,0,0,74,19.2,1.1562,3.4435,78.41,270.0
东苑绿世界花园(三期) ,S,2,2,S,3,0,5,67,19.2,1.2292,6.4411000000000005,85.39,550.0
瑞金花园 ,S,2,2,SE,2,1,8,94,19.2,1.7604,7.967,104.18,830.0
爱俪轩 ,S,1,1,SW,3,1,0,37,19.2,0.5781,7.6446,83.72,640.0
保利西子湾 ,S,2,2,S N,1,1,9,94,19.2,1.7969,3.9295,90.34,355.0
鹏欣家园 ,S,2,2,S N,3,0,7,56,19.2,1.1302,6.1892000000000005,91.45,566.0
天居玲珑湾(公寓) ,S,2,2,S,3,0,6,42,19.2,0.875,2.7204,82.71,225.0
孙桥花苑 ,S,2,1,S,3,0,0,18,19.2,0.2812,4.5761,74.3,340.0
嘉秀新苑 ,S,2,2,S,2,1,10,52,19.2,1.1771,4.8900000000000015,85.89,420.0
金丰小区 ,S,2,1,S,1,0,4,33,19.2,0.6615,3.5498000000000003,67.61,240.0
荣承公寓 ,S,3,1,S N,3,1,5,48,19.2,0.9323,7.1828,125.3,900.0
万邦都市花园 ,S,1,1,S,3,1,7,32,19.2,0.7552,8.421100000000001,61.75,520.0
上南九村 ,S,1,1,S,0,0,4,75,19.2,1.3177,5.381,35.31,190.0
桃园新村(嘉定) ,S,1,1,S,2,0,9,45,19.2,1.0312,2.9206000000000003,42.8,125.0
柳博小区(博二小区) ,S,1,1,S,1,0,11,27,19.2,0.8229,6.0219000000000005,42.18,254.0
华一新城 ,S,2,2,S,2,0,15,18,19.2,0.8281,6.2579,79.9,500.0
新湖明珠城 ,S,1,2,S,3,1,14,25,19.2,0.901,8.865400000000003,58.43,518.0
瑞达苑 ,S,2,2,S N,3,0,20,96,28.0,1.5286,6.450900000000002,89.91,580.0
正阳世纪星城行知苑 ,S,4,2,S,3,0,8,11,26.0,0.3423,2.6807000000000003,121.09,324.6
金桥新城 ,S,2,2,S,3,0,11,53,22.0,1.0727,5.3146,92.2,490.0
公交新村 ,S,2,1,S,3,0,9,21,22.0,0.5727,7.2889,63.11,460.0
恒大华城长清苑 ,S,2,2,S,2,0,7,21,21.0,0.5333,5.6901,96.66,550.0
鹏海小区 ,S,2,1,S,2,0,0,26,19.2,0.4062,5.1744,61.07,316.0
安居金祁新城 ,S,2,1,S,3,1,1,54,19.2,0.8802,4.4923,70.12,315.0
溧阳华府(公寓) ,S,2,2,SE,3,1,1,46,19.2,0.7552,7.0833,112.66,798.0
大宅风范城 ,S,3,2,S N,1,1,2,35,19.2,0.6198,3.8494,120.8,465.0
花苑村紫竹园 ,S,1,1,S,2,0,10,26,19.2,0.7708,6.8685,42.95,295.0
浦江丽都 ,S,2,2,S N,1,1,4,130,19.2,2.1771,3.0885,74.47,230.0
金羽名庭 ,S,2,2,S,3,1,25,121,19.2,2.8021,8.552,102.9,880.0
江海新村 ,S,3,1,S,3,0,30,313,19.2,5.9844,1.6475000000000002,84.98,140.0
钦州花苑 ,S,2,1,S,3,1,38,94,19.2,2.8542,5.1685,82.81,428.0
威海路163-169号 ,S,2,1,S,2,1,58,117,19.2,3.9427,7.9389,68.02,540.0
馨佳园(菊泉街1346弄) ,S,2,2,S,1,1,30,36,19.2,1.6562,3.4524000000000004,76.76,265.0
聚缘中庭 ,S,2,1,S N,3,1,2,25,19.2,0.4635,2.8479,73.74,210.0
南国花园 ,S,3,2,S,3,1,0,36,19.2,0.5625,4.2271,137.21,580.0
共富四村 ,S,2,1,S,2,0,32,175,19.2,3.901,3.8174,69.42,265.0
百花新村 ,S,3,1,S,0,0,5,21,19.2,0.5104,2.9903,86.95,260.0
马陆清水湾 ,S,2,2,S N,3,1,1,47,19.2,0.7708,3.4134,90.82,310.0
