attention,url,unit_price,region,house_info,visited,publishday,total_price 
30,,64163,久耕小区 , | 2室1厅 | 63.9平米 | 南 北 | 简装 | 无电梯,9,,410
67,,51449,万达城市公寓 , | 3室2厅 | 89.41平米 | 南 北 | 精装 | 有电梯,11,,460
14,,103627,中南小区 , | 2室1厅 | 79.13平米 | 南 | 精装 | 无电梯,0,,820
108,,59941,乐怡苑(普陀) , | 2室1厅 | 60.06平米 | 南 | 精装 | 无电梯,4,,360
16,,50000,馨乐园 , | 2室2厅 | 90平米 | 南 | 精装 | 无电梯,0,,450
8,,114974,华业小区 , | 2室1厅 | 77.67平米 | 南 北 | 精装 | 无电梯,0,,893
113,,40737,奥林匹克花园 , | 2室2厅 | 89.6平米 | 南 | 精装 | 无电梯,12,,365
31,,48483,金杨新村五街坊 , | 1室1厅 | 49.09平米 | 南 | 简装 | 无电梯,10,,238
229,,49847,东体小区 , | 1室0厅 | 26.08平米 | 北 | 简装 | 无电梯,5,,130
41,,36216,菊泉新城(陆翔路358弄) , | 2室1厅 | 71.24平米 | 南 | 毛坯 | 无电梯,15,,258
33,,88441,浩城华苑 , | 2室2厅 | 97.24平米 | 南 | 精装 | 有电梯,19,,860
32,,34662,成亿宝盛家苑 , | 2室2厅 | 96.65平米 | 南 | 精装 | 有电梯,13,,335
66,,59610,东方悦居 , | 1室1厅 | 48.65平米 | 南 | 毛坯 | 无电梯,12,,290
9,,74627,茂盛城市花园 , | 2室1厅 | 67平米 | 南 | 其他 | 无电梯,10,,500
22,,78340,菊园 , | 3室2厅 | 153.18平米 | 南 | 其他 | 有电梯,15,,1200
41,,20221,荷风翠庭 , | 1室1厅 | 49.95平米 | 南 | 简装 | 无电梯,9,,101
29,,74811,晶采名人大厦 , | 3室2厅 | 195.16平米 | 西南 | 精装 | 有电梯,3,27,1460
39,,129076,绿地海珀黄浦 , | 3室2厅 | 104.59平米 | 南 北 | 精装 | 有电梯,0,17,1350
9,,53915,莘南花苑二村 , | 2室2厅 | 66.03平米 | 南 | 简装 | 无电梯,38,,356
43,,57278,控江二村 , | 4室2厅 | 139.67平米 | 南 | 简装 | 无电梯,6,,800
27,,66546,春申景城MIDTOWN , | 3室2厅 | 137.5平米 | 南 | 精装 | 有电梯,2,,915
76,,31250,水语人家北苑 , | 2室2厅 | 77.12平米 | 东 南 | 精装 | 有电梯,33,,241
59,,89621,崮山小区一街坊 , | 2室1厅 | 61.37平米 | 南 | 精装 | 无电梯,34,,550
56,,84465,田林十二村 , | 2室1厅 | 50.08平米 | 南 | 精装 | 无电梯,29,,423
71,,45474,缘圆宝邸 , | 2室2厅 | 73.01平米 | 南 | 精装 | 有电梯,21,,332
16,,47310,平阳三村 , | 2室1厅 | 73.77平米 | 南 | 简装 | 无电梯,37,,349
22,,48144,绿洲康城亲水湾(中央区) , | 3室2厅 | 137.09平米 | 南 | 精装 | 有电梯,5,19,660
63,,20359,阳光园(二期)(三期) , | 3室2厅 | 142.45平米 | 南 | 精装 | 有电梯,2,,290
520,,48751,万科城市花园 , | 2室2厅 | 80.82平米 | 东南 | 精装 | 无电梯,5,,394
106,,150221,嘉天汇 , | 3室2厅 | 193.05平米 | 南 | 精装,2,,2900
52,,80006,大同花园南区 , | 3室2厅 | 153.74平米 | 南 北 | 简装 | 有电梯,5,,1230
92,,34236,好日子大家园C区 , | 2室2厅 | 93.47平米 | 南 | 精装,3,,320
51,,37210,汇丽苑 , | 3室2厅 | 122.28平米 | 南 | 简装 | 无电梯,1,,455
273,,92050,联洋花园(一期) , | 3室2厅 | 108.42平米 | 南 | 简装 | 有电梯,19,,998
193,,33998,高行绿洲(六期) , | 2室2厅 | 80.3平米 | 南 | 其他 | 有电梯,4,,273
88,,60372,白玉新村 , | 2室1厅 | 55.49平米 | 东南 | 毛坯 | 无电梯,3,,335
147,,74886,证大家园(一期) , | 2室2厅 | 89.47平米 | 南 | 精装 | 有电梯,1,,670
71,,89277,大华清水湾 , | 2室2厅 | 98.57平米 | 南 | 精装 | 有电梯,3,,880
148,,45910,三林苑 , | 2室2厅 | 71.88平米 | 南 北 | 简装 | 无电梯,4,,330
50,,52771,宝北小区 , | 2室1厅 | 64.43平米 | 南 | 精装 | 无电梯,11,,340
68,,66980,静安新城七区 , | 3室2厅 | 108.69平米 | 南 北 | 精装 | 有电梯,28,,728
75,,47202,联鑫坊 , | 2室2厅 | 90.04平米 | 南 | 简装 | 无电梯,5,,425
105,,37642,龙湖郦城 , | 2室2厅 | 95.64平米 | 南 | 其他 | 有电梯,4,,360
192,,65686,明德坊 , | 2室2厅 | 107.33平米 | 南 | 精装 | 有电梯,26,,705
74,,101899,花木绿城锦绣兰庭 , | 3室2厅 | 158平米 | 南 | 精装 | 有电梯,3,,1610
111,,112917,东方巴黎 , | 2室1厅 | 86.79平米 | 东南 北 | 精装 | 有电梯,1,,980
9,,87067,阳光四季公寓 , | 3室2厅 | 182.39平米 | 南 | 简装 | 有电梯,1,,1588
81,,60705,愉景华庭 , | 3室2厅 | 148.26平米 | 南 西 | 精装 | 有电梯,1,,900
157,,51819,三林新村(永泰路136弄) , | 1室1厅 | 51.14平米 | 南 | 其他 | 有电梯,3,,265
45,,36734,鑫峰苑 , | 3室2厅 | 119.51平米 | 南 北 | 简装 | 有电梯,15,,439
156,,23676,翠鑫苑 , | 2室2厅 | 87.01平米 | 南 北 | 其他 | 无电梯,4,,206
93,,99330,江临天下 , | 3室2厅 | 125.34平米 | 南 | 精装 | 有电梯,2,,1245
117,,59117,龙南七村 , | 2室1厅 | 62.25平米 | 南 | 精装 | 无电梯,2,,368
101,,69188,上海花城 , | 2室2厅 | 102.62平米 | 南 | 精装 | 有电梯,26,,710
43,,36674,永翔佳苑 , | 2室1厅 | 84.53平米 | 南 | 简装 | 有电梯,27,,310
61,,52084,中海御景熙岸(公寓) , | 3室2厅 | 88.32平米 | 南 | 精装 | 有电梯,26,,460
3,,128395,耀江花园 , | 3室2厅 | 129.99平米 | 南 | 精装 | 有电梯,29,,1669
42,,95134,尚汇豪庭 , | 3室2厅 | 136.65平米 | 南 | 毛坯 | 有电梯,25,,1300
72,,87022,世茂滨江花园 , | 1室2厅 | 93.08平米 | 西 | 精装 | 有电梯,18,,810
15,,70964,锦绣江南(四期) , | 2室2厅 | 116.82平米 | 南 | 简装 | 有电梯,29,,829
34,,38690,永翔佳苑 , | 2室1厅 | 87.88平米 | 南 | 精装 | 有电梯,25,,340
80,,35665,城中花园 , | 3室2厅 | 143平米 | 南 | 简装 | 有电梯,27,,510
13,,26388,金都雅苑(公寓) , | 2室2厅 | 84.89平米 | 南 北 | 精装 | 无电梯,22,,224
38,,93443,福源汇居 , | 2室2厅 | 120.93平米 | 南 北 | 精装 | 有电梯,25,,1130
17,,104639,山水国际 , | 2室2厅 | 114.68平米 | 南 | 精装 | 有电梯,17,,1200
24,,57613,一品漫城(三期) , | 2室2厅 | 93.73平米 | 南 | 精装 | 有电梯,23,,540
12,,102365,梅园四街坊 , | 2室1厅 | 56.66平米 | 南 | 简装 | 无电梯,23,,580
11,,109388,仁恒公园世纪 , | 4室2厅 | 245平米 | 南 | 精装 | 有电梯,6,,2680
32,,83626,江临天下 , | 4室2厅 | 197.07平米 | 东南 | 精装 | 有电梯,4,,1648
35,,87381,海悦花园 , | 3室2厅 | 113.87平米 | 西南 | 精装 | 有电梯,7,15,995
33,,57287,绿地御桥苑 , | 3室2厅 | 87.28平米 | 南 | 精装 | 无电梯,6,10,500
136,,47296,中环一号(一期) , | 3室2厅 | 120.52平米 | 南 北 | 精装 | 有电梯,10,,570
99,,71530,中房樱桃苑 , | 3室2厅 | 134.21平米 | 南 北 | 精装 | 有电梯,1,,960
79,,16587,万祥馨苑 , | 3室2厅 | 120.58平米 | 南 | 毛坯 | 无电梯,0,,200
107,,99334,新江湾佳苑 , | 3室2厅 | 85.57平米 | 南 | 精装 | 有电梯,13,26,850
31,,52486,控江路740弄 , | 2室0厅 | 46.68平米 | 南 | 简装 | 无电梯,2,,245
37,,61291,芙蓉小区 , | 3室1厅 | 65.1平米 | 南 | 简装 | 无电梯,3,,399
424,,69685,香港丽园 , | 3室2厅 | 112.65平米 | 南 | 精装 | 有电梯,8,,785
55,,49624,华丽家族汇景天地(商业类) , | 1室1厅 | 58.44平米 | 东 | 其他 | 无电梯,17,,290
29,,24683,绿地时代嘉苑 , | 3室2厅 | 103.31平米 | 南 | 毛坯,1,,255
24,,51183,莘沥路18弄 , | 3室2厅 | 97.69平米 | 南 | 简装,0,,500
92,,82514,黄浦众鑫城 , | 2室2厅 | 119.98平米 | 南 | 精装 | 有电梯,13,,990
21,,84805,新天家园 , | 3室2厅 | 129.12平米 | 南 | 精装 | 有电梯,11,,1095
51,,66841,鞍山三村 , | 2室1厅 | 61.34平米 | 南 | 简装 | 无电梯,11,,410
60,,50320,金沙嘉苑 , | 2室2厅 | 103.34平米 | 南 | 精装 | 有电梯,14,,520
349,,43894,文华苑(宝山) , | 2室2厅 | 82.7平米 | 南 北 | 简装 | 无电梯,7,,363
57,,90588,慧芝湖花园 , | 3室2厅 | 141.3平米 | 南 | 精装 | 有电梯,16,,1280
81,,53834,东兰世茗雅苑 , | 3室2厅 | 123.53平米 | 南 | 精装 | 有电梯,15,,665
43,,37866,新城金郡 , | 2室2厅 | 82.66平米 | 南 | 精装 | 有电梯,16,,313
32,,62135,冠都公寓 , | 2室2厅 | 111.05平米 | 南 | 精装 | 有电梯,16,,690
12,,42459,新梅花苑 , | 1室1厅 | 49.46平米 | 南 | 其他 | 无电梯,1,23,210
10,,36765,旭辉华庭 , | 2室2厅 | 85.68平米 | 南 北 | 精装 | 有电梯,0,7,315
31,,54165,石光小区 , | 2室1厅 | 56.31平米 | 南 | 简装 | 无电梯,11,,305
70,,48259,古美八村 , | 2室1厅 | 64.03平米 | 南 | 简装 | 无电梯,16,,309
282,,75681,达安花园 , | 2室1厅 | 88.53平米 | 南 | 简装 | 有电梯,35,,670
25,,50771,真光七街坊 , | 2室1厅 | 59.09平米 | 南 | 简装 | 无电梯,11,,300
77,,86329,天山河畔花园 , | 3室2厅 | 141.32平米 | 南 | 精装 | 有电梯,9,,1220
34,,91749,华侨城(普陀) , | 3室2厅 | 166.76平米 | 南 北 | 精装 | 有电梯,18,,1530
94,,72097,宛平南路65弄 , | 2室0厅 | 51.32平米 | 南 | 简装 | 无电梯,2,,370
65,,39008,宝城一村 , | 1室1厅 | 42.3平米 | 南 | 精装 | 无电梯,0,,165
45,,52280,金杨新村九街坊 , | 2室1厅 | 61.21平米 | 南 北 | 精装 | 无电梯,3,,320
33,,68326,联业大楼 , | 2室1厅 | 77.57平米 | 南 | 简装 | 有电梯,3,,530
81,,24459,红梅小区(嘉定) , | 2室1厅 | 64.6平米 | 南 | 其他 | 无电梯,0,,158
53,,31387,浦江馨都 , | 1室1厅 | 57.35平米 | 南 | 毛坯 | 有电梯,0,,180
25,,51764,绿地崴廉公寓 , | 2室2厅 | 99.49平米 | 南 | 精装 | 有电梯,0,,515
112,,45351,新宜小区 , | 1室0厅 | 34.84平米 | 南 | 简装 | 无电梯,4,,158
32,,24915,古华B区 , | 2室1厅 | 67.43平米 | 南 | 精装 | 无电梯,1,,168
28,,31031,路劲上海派 , | 3室2厅 | 87.01平米 | 西南 | 毛坯 | 有电梯,14,,270
48,,27986,聚缘北庭 , | 2室1厅 | 75.04平米 | 南 北 | 毛坯 | 有电梯,0,,210
83,,57442,上外中山大楼 , | 2室1厅 | 74.51平米 | 南 | 精装 | 有电梯,18,,428
12,,31009,新凯城银杏苑 , | 2室1厅 | 72.56平米 | 南 | 毛坯 | 有电梯,16,,225
50,,85734,广洋新景苑(公寓) , | 3室2厅 | 149.3平米 | 南 | 毛坯 | 有电梯,2,,1280
46,,36146,星晓家园 , | 3室2厅 | 113.43平米 | 南 | 精装,0,,410
380,,61788,逸翠公馆 , | 2室2厅 | 103.58平米 | 南 | 精装 | 有电梯,0,,640
130,,87182,大宁龙盛雅苑 , | 2室1厅 | 61.94平米 | 东南 | 简装 | 有电梯,0,,540
21,,29324,金沙小区 , | 3室2厅 | 133平米 | 南 | 精装 | 无电梯,0,,390
77,,37210,吴杨雅苑 , | 2室2厅 | 86平米 | 南 | 其他 | 无电梯,0,,320
169,,69408,馨虹苑 , | 3室2厅 | 112.38平米 | 南 | 其他 | 有电梯,1,,780
67,,54933,南方新村 , | 3室1厅 | 77.55平米 | 南 北 | 简装 | 无电梯,9,,426
91,,25883,崧泽华城佳福雅苑 , | 2室1厅 | 75.34平米 | 南 | 毛坯,6,,195
68,,75822,金桥花园 , | 3室2厅 | 106.83平米 | 南 西南 | 精装,1,,810
109,,22521,三皇桥小区 , | 3室2厅 | 123平米 | 南 北 | 简装 | 有电梯,0,,277
65,,94302,老西门新苑 , | 3室2厅 | 197.24平米 | 南 | 精装 | 有电梯,3,,1860
4,,60417,上海星河湾 , | 3室2厅 | 240平米 | 南 | 其他 | 有电梯,3,,1450
58,,95440,仁恒河滨城 , | 3室2厅 | 125.21平米 | 西北 | 精装 | 有电梯,4,,1195
18,,97985,仁恒河滨城 , | 3室2厅 | 151.86平米 | 南 | 精装 | 有电梯,2,,1488
9,,96069,新家坡美树馆 , | 3室2厅 | 145.73平米 | 南 | 精装 | 有电梯,2,17,1400
1,,89902,中天碧云 , | 3室2厅 | 133.48平米 | 南 | 精装 | 无电梯,1,13,1200
5,,81885,东方知音苑 , | 4室2厅 | 138平米 | 南 | 其他 | 无电梯,2,12,1130
31,,32870,新凯一期 , | 2室2厅 | 81.84平米 | 南 | 精装 | 有电梯,1,12,269
11,,39715,中房公寓 , | 2室1厅 | 74.28平米 | 南 | 精装 | 有电梯,0,6,295
113,,43832,清涧八街坊 , | 2室1厅 | 62.74平米 | 南 | 精装 | 无电梯,13,,275
79,,47899,图们小区 , | 2室1厅 | 56.16平米 | 东南 | 简装 | 无电梯,12,,269
77,,89544,圣约翰名邸 , | 2室2厅 | 99.17平米 | 南 | 精装 | 有电梯,14,,888
98,,35957,鑫鑫花园 , | 2室2厅 | 94.28平米 | 南 | 精装 | 无电梯,17,,339
79,,44404,华高二村 , | 1室1厅 | 54.05平米 | 南 | 其他 | 无电梯,9,,240
53,,72734,金桥爱建园 , | 3室3厅 | 171.86平米 | 南 | 精装 | 有电梯,9,,1250
111,,86032,象屿大宁悦府 , | 2室2厅 | 88.34平米 | 南 北 | 精装,9,,760
86,,90531,复地新都国际 , | 1室1厅 | 69.59平米 | 南 | 精装 | 有电梯,7,,630
49,,38462,星纳家园 , | 1室1厅 | 52平米 | 南 | 毛坯 | 有电梯,10,,200
32,,22197,奉浦二村 , | 2室2厅 | 85.6平米 | 南 北 | 其他 | 无电梯,5,,190
74,,79776,象屿大宁悦府 , | 2室2厅 | 89平米 | 南 | 精装 | 有电梯,8,,710
51,,47253,德州六村 , | 2室1厅 | 54.6平米 | 南 北 | 其他 | 无电梯,0,,258
39,,46807,大华一村 , | 3室1厅 | 96.14平米 | 南 | 其他 | 无电梯,4,,450
15,,95748,仁恒河滨城 , | 3室2厅 | 125.33平米 | 北 | 精装 | 有电梯,20,,1200
8,,80336,华升新苑 , | 3室2厅 | 143.15平米 | 南 北 | 精装 | 有电梯,11,,1150
82,,60520,园南二村 , | 3室2厅 | 84.27平米 | 南 | 精装 | 有电梯,1,,510
85,,38223,普乐三村 , | 1室1厅 | 46.57平米 | 南 | 简装 | 无电梯,4,,178
41,,54108,南杨花园 , | 2室1厅 | 81.32平米 | 南 | 简装 | 无电梯,6,,440
44,,84826,宝地东花园 , | 2室2厅 | 95.49平米 | 南 | 精装 | 有电梯,22,,810
7,,39978,泗塘七村 , | 2室1厅 | 52.28平米 | 南 | 简装 | 无电梯,6,,209
26,,65385,爱建小区 , | 2室1厅 | 52平米 | 东 南 | 简装 | 无电梯,0,,340
61,,63026,绿地公寓(长宁) , | 3室2厅 | 128.52平米 | 南 | 精装 | 无电梯,5,,810
15,,34925,宏立瑞园 , | 3室2厅 | 121.69平米 | 南 | 其他 | 有电梯,2,,425
54,,40272,航华二村嘉丰公寓 , | 2室1厅 | 76.73平米 | 南 | 简装 | 无电梯,2,,309
45,,34815,海高二村 , | 2室1厅 | 54平米 | 南 | 简装 | 无电梯,1,,188
14,,62402,国顺路300弄 , | 2室0厅 | 50.96平米 | 南 | 简装 | 无电梯,2,,318
93,,76070,四季晶园 , | 2室2厅 | 111.74平米 | 南 | 精装 | 有电梯,1,,850
82,,32033,民春苑 , | 3室1厅 | 85.85平米 | 南 | 毛坯 | 无电梯,1,,275
17,,46968,罗秀三村 , | 2室0厅 | 48.97平米 | 南 | 简装 | 无电梯,1,,230
64,,98575,思南新苑 , | 3室2厅 | 177.53平米 | 南 北 | 精装 | 有电梯,3,,1750
16,,64890,金桥都市花园 , | 3室2厅 | 127.91平米 | 南 北 | 精装 | 有电梯,2,,830
24,,55215,绿地香颂(浦东)(公寓) , | 3室2厅 | 87.84平米 | 南 | 其他 | 有电梯,38,,485
14,,75235,翠庭 , | 3室2厅 | 154.45平米 | 南 | 精装 | 有电梯,0,25,1162
21,,77535,丽园新村 , | 2室1厅 | 51.59平米 | 南 | 简装 | 无电梯,2,18,400
11,,46250,三湘森林海尚(嘉定) , | 2室2厅 | 89.73平米 | 南 北 | 精装,4,16,415
123,,92944,步高苑 , | 3室2厅 | 139.87平米 | 南 | 精装 | 有电梯,11,,1300
119,,80572,加州水郡 , | 3室2厅 | 163.83平米 | 东南 | 精装 | 有电梯,18,,1320
70,,82357,中远两湾城 , | 1室2厅 | 63.14平米 | 西南 | 其他 | 有电梯,1,,520
7,,53740,家乐苑 , | 2室1厅 | 66.99平米 | 南 | 简装 | 无电梯,2,,360
31,,90226,望江苑 , | 2室1厅 | 99.75平米 | 南 | 精装 | 有电梯,2,,900
40,,89065,新天家园 , | 3室2厅 | 129.12平米 | 南 | 精装 | 有电梯,19,,1150
31,,38808,中虹华苑 , | 2室2厅 | 76.79平米 | 南 北 | 其他 | 无电梯,12,,298
146,,41781,浦江世博家园八街坊 , | 2室1厅 | 76.59平米 | 南 北 | 简装 | 无电梯,0,,320
318,,45230,世纪花苑 , | 3室2厅 | 139.29平米 | 东 | 精装 | 有电梯,5,,630
35,,93711,华敏世纪广场 , | 3室2厅 | 151.53平米 | 南 | 精装 | 有电梯,10,,1420
43,,66693,沙田花园 , | 3室2厅 | 127.45平米 | 西南 | 简装 | 有电梯,10,,850
189,,28869,金硕河畔景园西区 , | 1室1厅 | 51.96平米 | 南 | 毛坯 | 无电梯,9,,150
85,,68653,长桥一村 , | 2室1厅 | 59.43平米 | 南 | 简装 | 有电梯,5,,408
36,,44786,绿地东上海 , | 2室2厅 | 100.48平米 | 南 | 其他 | 有电梯,7,,450
49,,118431,泰府名邸 , | 3室2厅 | 156.21平米 | 南 北 | 精装 | 有电梯,6,,1850
100,,52152,上海家园 , | 2室2厅 | 92.04平米 | 南 北 | 简装 | 无电梯,7,,480
71,,53472,长虹小区 , | 1室1厅 | 55.17平米 | 南 | 其他 | 无电梯,0,,295
88,,27009,同润玫瑰芳苑 , | 3室2厅 | 88.86平米 | 南 北 | 精装 | 无电梯,6,,240
100,,45358,新城金郡 , | 3室2厅 | 93.7平米 | 南 北 | 简装 | 无电梯,10,,425
51,,69805,歌林春天馨园 , | 4室2厅 | 150.42平米 | 南 | 精装 | 无电梯,7,,1050
31,,25473,文怡花园 , | 3室2厅 | 107.96平米 | 南 北 | 简装 | 无电梯,8,,275
52,,32198,民乐小区 , | 2室2厅 | 84.79平米 | 南 | 简装 | 无电梯,7,,273
15,,43403,华润佘山九里 , | 5室2厅 | 288平米 | 南 北 | 精装 | 无电梯,0,,1250
33,,62130,虹桥中山广场 , | 3室2厅 | 143.25平米 | 西北 | 简装 | 有电梯,6,,890
26,,77971,乐山四五村 , | 2室1厅 | 48.48平米 | 南 | 精装 | 有电梯,9,,378
21,,62624,静安城 , | 3室2厅 | 167.67平米 | 南 | 简装 | 有电梯,9,,1050
1,,59989,香樟公寓 , | 2室2厅 | 166.7平米 | 南 | 简装 | 有电梯,0,,1000
17,,83531,尚东国际名园 , | 3室2厅 | 135.28平米 | 南 | 精装 | 有电梯,0,,1130
22,,55929,浦建小区 , | 1室1厅 | 46.13平米 | 南 | 简装 | 无电梯,16,26,258
58,,59348,金旋小区 , | 2室1厅 | 50.55平米 | 南 | 精装 | 无电梯,3,,300
24,,63363,华侨城苏河湾(商业类) , | 2室2厅 | 150.72平米 | 南 | 精装,23,,955
11,,99440,尚海湾豪庭 , | 3室2厅 | 165.93平米 | 南 | 精装 | 有电梯,9,,1650
45,,66183,中远两湾城 , | 3室2厅 | 130.7平米 | 南 北 | 毛坯 | 有电梯,43,,865
37,,29440,民乐佳苑 , | 1室1厅 | 63.86平米 | 南 | 毛坯 | 无电梯,4,,188
23,,37579,丰舍东苑 , | 3室2厅 | 119.75平米 | 南 | 毛坯 | 无电梯,4,,450
10,,28941,城南新村 , | 2室1厅 | 67.38平米 | 南 北 | 毛坯 | 无电梯,2,,195
43,,32569,汇丽苑 , | 2室2厅 | 100.71平米 | 南 | 其他 | 无电梯,6,,328
93,,50863,万登花苑 , | 3室2厅 | 143.13平米 | 南 | 精装 | 无电梯,9,,728
44,,36912,紫薇新村 , | 2室1厅 | 65.02平米 | 南 | 其他 | 无电梯,6,,240
31,,128948,翠湖天地雅苑 , | 3室2厅 | 190平米 | 南 | 精装 | 有电梯,34,,2450
38,,70415,金地未未来 , | 3室2厅 | 86.63平米 | 南 | 精装 | 有电梯,19,,610
11,,107281,中南新村 , | 3室1厅 | 135.16平米 | 南 | 简装 | 无电梯,5,,1450
23,,66457,卫茂大厦 , | 2室1厅 | 88.78平米 | 南 | 精装 | 有电梯,7,,590
687,,42355,浦东大道2511弄 , | 2室1厅 | 63.04平米 | 南 | 精装 | 无电梯,9,,267
22,,55463,龙南三四村 , | 1室1厅 | 47.78平米 | 南 | 毛坯 | 无电梯,5,,265
37,,47959,浦江智汇园 , | 2室2厅 | 81.32平米 | 南 北 | 精装 | 有电梯,10,,390
22,,64955,锦绣苑 , | 3室2厅 | 135.48平米 | 南 | 简装 | 无电梯,5,,880
68,,26515,九华苑 , | 2室2厅 | 87.5平米 | 南 | 简装 | 无电梯,7,,232
136,,31364,沙田公寓 , | 3室1厅 | 88平米 | 南 | 简装 | 无电梯,7,,276
88,,73115,恒阳花苑 , | 2室2厅 | 86.85平米 | 南 | 简装 | 有电梯,10,,635
73,,86372,天安花园 , | 2室2厅 | 109.99平米 | 南 北 | 精装 | 有电梯,10,,950
36,,52624,静安新城四区 , | 2室1厅 | 64.61平米 | 南 | 简装 | 无电梯,5,,340
111,,48612,同济融景雅苑 , | 2室2厅 | 82.08平米 | 南 北 | 精装 | 有电梯,24,,399
110,,61295,泰成花苑 , | 3室1厅 | 122.36平米 | 南 | 简装 | 有电梯,6,,750
80,,40808,合生城邦四街坊 , | 2室2厅 | 90.18平米 | 南 北 | 精装 | 有电梯,9,,368
92,,63361,峨山小区 , | 2室1厅 | 45.77平米 | 南 北 | 精装 | 无电梯,7,,290
16,,19480,蓝色城邦(公寓) , | 2室2厅 | 88.3平米 | 南 | 简装 | 有电梯,3,,172
39,,59776,龙南三四村 , | 1室1厅 | 40.15平米 | 南 | 简装 | 无电梯,6,,240
44,,58210,仁恒广场 , | 3室2厅 | 137.09平米 | 东南 | 其他 | 有电梯,6,,798
74,,34435,南华二村(嘉定) , | 2室2厅 | 78.41平米 | 南 | 精装 | 无电梯,0,,270
67,,64411,东苑绿世界花园(三期) , | 2室2厅 | 85.39平米 | 南 | 精装 | 无电梯,5,,550
94,,79670,瑞金花园 , | 2室2厅 | 104.18平米 | 东南 | 简装 | 有电梯,8,,830
37,,76446,爱俪轩 , | 1室1厅 | 83.72平米 | 西南 | 精装 | 有电梯,0,,640
94,,39295,保利西子湾 , | 2室2厅 | 90.34平米 | 南 北 | 毛坯 | 有电梯,9,,355
56,,61892,鹏欣家园 , | 2室2厅 | 91.45平米 | 南 北 | 精装 | 无电梯,7,,566
42,,27204,天居玲珑湾(公寓) , | 2室2厅 | 82.71平米 | 南 | 精装,6,,225
18,,45761,孙桥花苑 , | 2室1厅 | 74.3平米 | 南 | 精装 | 无电梯,0,,340
52,,48900,嘉秀新苑 , | 2室2厅 | 85.89平米 | 南 | 简装 | 有电梯,10,,420
33,,35498,金丰小区 , | 2室1厅 | 67.61平米 | 南 | 毛坯 | 无电梯,4,,240
48,,71828,荣承公寓 , | 3室1厅 | 125.3平米 | 南 北 | 精装 | 有电梯,5,,900
32,,84211,万邦都市花园 , | 1室1厅 | 61.75平米 | 南 | 精装 | 有电梯,7,,520
75,,53810,上南九村 , | 1室1厅 | 35.31平米 | 南 | 其他 | 无电梯,4,,190
45,,29206,桃园新村(嘉定) , | 1室1厅 | 42.8平米 | 南 | 简装 | 无电梯,9,,125
27,,60219,柳博小区(博二小区) , | 1室1厅 | 42.18平米 | 南 | 毛坯 | 无电梯,11,,254
18,,62579,华一新城 , | 2室2厅 | 79.9平米 | 南 | 简装 | 无电梯,15,,500
25,,88654,新湖明珠城 , | 1室2厅 | 58.43平米 | 南 | 精装 | 有电梯,14,,518
96,,64509,瑞达苑 , | 2室2厅 | 89.91平米 | 南 北 | 精装 | 无电梯,20,28,580
11,,26807,正阳世纪星城行知苑 , | 4室2厅 | 121.09平米 | 南 | 精装 | 无电梯,8,26,324.6
53,,53146,金桥新城 , | 2室2厅 | 92.2平米 | 南 | 精装 | 无电梯,11,22,490
21,,72889,公交新村 , | 2室1厅 | 63.11平米 | 南 | 精装 | 无电梯,9,22,460
21,,56901,恒大华城长清苑 , | 2室2厅 | 96.66平米 | 南 | 简装 | 无电梯,7,21,550
26,,51744,鹏海小区 , | 2室1厅 | 61.07平米 | 南 | 简装 | 无电梯,0,,316
54,,44923,安居金祁新城 , | 2室1厅 | 70.12平米 | 南 | 精装 | 有电梯,1,,315
46,,70833,溧阳华府(公寓) , | 2室2厅 | 112.66平米 | 东南 | 精装 | 有电梯,1,,798
35,,38494,大宅风范城 , | 3室2厅 | 120.8平米 | 南 北 | 毛坯 | 有电梯,2,,465
26,,68685,花苑村紫竹园 , | 1室1厅 | 42.95平米 | 南 | 简装 | 无电梯,10,,295
130,,30885,浦江丽都 , | 2室2厅 | 74.47平米 | 南 北 | 毛坯 | 有电梯,4,,230
121,,85520,金羽名庭 , | 2室2厅 | 102.9平米 | 南 | 精装 | 有电梯,25,,880
313,,16475,江海新村 , | 3室1厅 | 84.98平米 | 南 | 精装 | 无电梯,30,,140
94,,51685,钦州花苑 , | 2室1厅 | 82.81平米 | 南 | 精装 | 有电梯,38,,428
117,,79389,威海路163-169号 , | 2室1厅 | 68.02平米 | 南 | 简装 | 有电梯,58,,540
36,,34524,馨佳园(菊泉街1346弄) , | 2室2厅 | 76.76平米 | 南 | 毛坯 | 有电梯,30,,265
25,,28479,聚缘中庭 , | 2室1厅 | 73.74平米 | 南 北 | 精装 | 有电梯,2,,210
36,,42271,南国花园 , | 3室2厅 | 137.21平米 | 南 | 精装 | 有电梯,0,,580
175,,38174,共富四村 , | 2室1厅 | 69.42平米 | 南 | 简装 | 无电梯,32,,265
21,,29903,百花新村 , | 3室1厅 | 86.95平米 | 南 | 其他 | 无电梯,5,,260
47,,34134,马陆清水湾 , | 2室2厅 | 90.82平米 | 南 北 | 精装 | 有电梯,1,,310
53,,30860,浦江宝邸北区 , | 3室2厅 | 119.9平米 | 南 北 | 精装 | 有电梯,2,,370
88,,50240,建设公寓 , | 3室2厅 | 129.38平米 | 南 | 精装 | 无电梯,5,,650
243,,31772,海尚康庭 , | 2室1厅 | 74.91平米 | 南 北 | 精装 | 有电梯,60,,238
