attention,url,unit_price,region,house_info,visited,publishday,total_price 
68,,45136,由由五村 , | 2室1厅 | 59.82平米 | 南 | 精装 | 无电梯,14,,270
63,,52981,馨乐园 , | 2室2厅 | 83.05平米 | 南 | 精装 | 无电梯,4,,440
53,,71626,大华锦绣华城(十二街区) , | 2室2厅 | 90.75平米 | 南 | 精装 | 无电梯,13,,650
130,,50120,南方新村 , | 3室1厅 | 83.8平米 | 南 | 精装 | 无电梯,3,,420
22,,33009,高华小区 , | 2室0厅 | 50.29平米 | 南 北 | 毛坯 | 无电梯,2,,166
46,,49277,莲溪二村 , | 1室1厅 | 47.69平米 | 南 | 精装 | 无电梯,2,,235
22,,62425,中山北路805弄 , | 2室1厅 | 49.66平米 | 南 | 简装 | 无电梯,4,,310
175,,112757,中凯城市之光(静安) , | 4室2厅 | 268.72平米 | 南 | 精装 | 有电梯,2,,3030
104,,54365,大华公园世家康华苑 , | 2室2厅 | 84.43平米 | 南 | 精装 | 无电梯,1,,459
107,,57204,衡辰三林苑 , | 3室2厅 | 118平米 | 南 北 | 简装 | 有电梯,4,,675
188,,85685,天山河畔花园 , | 3室1厅 | 155.22平米 | 南 | 精装 | 有电梯,5,,1330
138,,15292,丽泽荷亭苑 , | 4室2厅 | 124.25平米 | 南 | 毛坯 | 无电梯,0,,190
6,,27497,蓝天苑 , | 2室2厅 | 97.43平米 | 南 | 毛坯 | 无电梯,9,,267.9
35,,37106,汤巷馨村(二期) , | 3室2厅 | 107.8平米 | 南 | 其他 | 无电梯,9,,400
7,,62780,广延路52弄 , | 2室1厅 | 47.77平米 | 南 北 | 精装 | 无电梯,0,,299.9
60,,31507,上海派 , | 3室2厅 | 88.87平米 | 南 | 毛坯,0,,280
32,,56308,曹杨四村(兰花大楼) , | 2室1厅 | 70.15平米 | 东南 | 简装,7,,395
38,,44335,水塘小区 , | 2室1厅 | 54.81平米 | 南 | 简装 | 无电梯,5,,243
13,,62981,曲阳路594号 , | 1室0厅 | 33.82平米 | 南 | 简装 | 无电梯,3,,213
77,,52095,宏苑小区 , | 2室1厅 | 92.14平米 | 南 | 毛坯 | 有电梯,0,,480
130,,25639,佘山家园 , | 4室2厅 | 93.22平米 | 南 | 其他 | 无电梯,0,,239
4,,21291,普康苑 , | 3室2厅 | 155平米 | 南 | 其他 | 无电梯,5,,330
3,,79916,绿城玉兰花园(二期) , | 4室2厅 | 197.71平米 | 南 | 简装 | 无电梯,4,,1580
22,,85909,复地新都国际 , | 1室2厅 | 77.99平米 | 西南 | 精装 | 有电梯,3,,670
19,,32835,嘉亭菁苑 , | 3室2厅 | 143.14平米 | 南 北 | 精装 | 有电梯,4,,470
39,,64773,中环和润苑 , | 2室1厅 | 67.93平米 | 南 | 其他 | 有电梯,44,,440
12,,106506,莱诗邸 , | 3室2厅 | 155.86平米 | 南 | 精装 | 有电梯,2,26,1660
28,,51228,临沂六村 , | 1室1厅 | 37.48平米 | 南 | 其他 | 无电梯,35,26,192
26,,50088,平阳一村 , | 3室1厅 | 85.85平米 | 南 | 毛坯 | 无电梯,26,25,430
27,,31384,天乐新村 , | 2室1厅 | 65.32平米 | 南 | 其他 | 无电梯,5,22,205
9,,78762,百汇大厦 , | 2室2厅 | 72.37平米 | 西 | 精装 | 有电梯,20,22,570
24,,28780,东渡青筑 , | 3室2厅 | 128.91平米 | 南 北 | 其他 | 有电梯,25,21,371
10,,49087,玉兰香苑(二期) , | 2室2厅 | 89.23平米 | 南 | 毛坯 | 无电梯,18,20,438
15,,27203,茸城路2号 , | 3室1厅 | 95.58平米 | 南 | 简装,0,,260
155,,85646,古北嘉年华庭 , | 1室1厅 | 70.99平米 | 南 | 精装 | 有电梯,22,,608
43,,67308,寿益坊 , | 2室1厅 | 62.4平米 | 南 | 精装 | 无电梯,0,,420
36,,48881,平阳一村 , | 1室1厅 | 48.69平米 | 南 西南 | 简装 | 无电梯,3,,238
47,,71936,黄山新村 , | 2室1厅 | 64.78平米 | 南 | 简装 | 无电梯,14,,466
29,,42711,浦江世博家园十三街坊 , | 2室2厅 | 86.63平米 | 南 北 | 精装 | 有电梯,2,,370
74,,53504,曹杨五村(南杨园) , | 1室1厅 | 39.25平米 | 南 | 精装 | 无电梯,15,,210
24,,61975,万泰花园 , | 1室1厅 | 47.6平米 | 南 | 精装 | 无电梯,2,,295
96,,43008,梅苑 , | 2室1厅 | 58.13平米 | 南 北 | 简装 | 无电梯,13,,250
108,,29380,金塔新村 , | 3室1厅 | 81.35平米 | 南 | 简装 | 无电梯,12,,239
86,,47960,临沂三村 , | 2室1厅 | 57.34平米 | 南 | 精装 | 无电梯,18,,275
26,,83296,新湖明珠城 , | 1室2厅 | 87.04平米 | 南 | 精装 | 有电梯,11,,725
77,,43492,绿川小区 , | 2室1厅 | 66.68平米 | 南 | 精装 | 无电梯,18,,290
43,,40385,城中花园 , | 2室2厅 | 104平米 | 南 | 简装 | 有电梯,11,,420
24,,66482,万邦都市花园 , | 3室2厅 | 118.83平米 | 南 | 精装 | 有电梯,2,28,790
13,,102048,仁恒河滨花园 , | 4室2厅 | 151.89平米 | 西南 | 精装 | 有电梯,3,27,1550
90,,72642,佳信都市花园(公寓) , | 2室2厅 | 126.65平米 | 东 | 其他 | 有电梯,0,,920
43,,36528,星颂家园 , | 2室2厅 | 82.13平米 | 南 | 毛坯 | 有电梯,0,,300
45,,63886,宝隆新村 , | 1室1厅 | 53.22平米 | 南 | 简装 | 无电梯,6,,340
66,,44008,淞南一村 , | 2室1厅 | 55.9平米 | 南 | 简装 | 无电梯,4,,246
67,,45164,金巷小区 , | 3室2厅 | 101.41平米 | 南 北 | 简装 | 无电梯,0,,458
64,,80276,乐山四五村 , | 2室1厅 | 52.32平米 | 南 | 简装 | 有电梯,6,,420
37,,103804,陆家嘴花园(一期) , | 2室2厅 | 108.86平米 | 南 | 精装 | 有电梯,1,,1130
66,,39572,西郊九韵城 , | 2室2厅 | 72.78平米 | 南 | 毛坯 | 无电梯,1,,288
70,,43289,三门路510弄 , | 2室1厅 | 64.22平米 | 南 北 | 简装 | 无电梯,2,,278
55,,57270,中星馨恒苑 , | 4室2厅 | 176.36平米 | 南 | 其他 | 有电梯,0,,1010
51,,46841,凌云新村 , | 1室1厅 | 49.53平米 | 南 北 | 其他 | 无电梯,3,,232
22,,81975,万科新里程 , | 3室2厅 | 113.45平米 | 南 | 其他 | 有电梯,0,,930
30,,134335,国际丽都城 , | 3室2厅 | 178.51平米 | 南 | 精装 | 有电梯,0,,2398
33,,50315,宏明雅舍 , | 3室1厅 | 103.35平米 | 南 | 精装 | 无电梯,2,,520
21,,46063,柳林公寓 , | 3室2厅 | 136.77平米 | 南 | 精装 | 有电梯,3,,630
58,,52892,金杨新村十街坊 , | 2室2厅 | 70.9平米 | 南 | 其他 | 无电梯,5,,375
18,,30771,金港花园(公寓) , | 3室2厅 | 118.62平米 | 南 北 | 简装 | 无电梯,1,,365
45,,88511,九龙仓玺园 , | 3室2厅 | 173.99平米 | 南 | 精装 | 有电梯,3,,1540
89,,66066,乾鸿苑 , | 2室2厅 | 112.01平米 | 南 | 精装 | 有电梯,3,,740
28,,64131,徐汇新城(公寓) , | 2室1厅 | 92平米 | 南 | 其他 | 有电梯,2,,590
64,,52203,杉林新月环林东路875弄 , | 2室2厅 | 83.33平米 | 南 | 其他 | 有电梯,2,,435
119,,40207,水岸金桥苑 , | 3室1厅 | 97平米 | 南 北 | 精装 | 有电梯,23,,390
89,,47353,中邦城市 , | 3室2厅 | 131.99平米 | 南 北 | 精装 | 有电梯,22,,625
122,,37075,丰庄十二街坊 , | 2室1厅 | 78.22平米 | 南 | 简装 | 无电梯,6,,290
127,,78198,中远两湾城 , | 1室2厅 | 75.45平米 | 南 | 精装 | 有电梯,18,,590
148,,29814,新凯城紫竹苑 , | 3室1厅 | 80.5平米 | 南 | 简装 | 有电梯,26,,240
34,,97500,家化滨江苑 , | 1室2厅 | 80平米 | 南 | 精装 | 有电梯,1,,780
488,,54154,万科城市花园 , | 2室2厅 | 65平米 | 北 | 精装 | 有电梯,1,,352
44,,48098,三林世博家园(东书房路560弄) , | 3室2厅 | 95.64平米 | 南 | 精装 | 无电梯,4,,460
35,,76302,南辉小区 , | 2室1厅 | 66.84平米 | 南 | 精装 | 有电梯,11,,510
89,,40732,丰庄十四街坊 , | 2室1厅 | 60.15平米 | 南 | 简装 | 无电梯,10,,245
16,,38046,蔷薇新村 , | 2室1厅 | 59.14平米 | 南 | 简装 | 无电梯,10,,225
29,,57820,万科假日风景(公寓) , | 2室2厅 | 92.01平米 | 南 | 简装 | 无电梯,9,,532
40,,31627,银丰苑 , | 3室2厅 | 129.64平米 | 南 | 毛坯 | 无电梯,2,,410
45,,18127,嘉业海悦苑 , | 1室1厅 | 65.65平米 | 西 | 精装 | 有电梯,0,,119
10,,97750,国信世纪海景 , | 3室2厅 | 196.42平米 | 西南 | 精装 | 有电梯,1,,1920
75,,38539,绿星小区 , | 2室2厅 | 80.44平米 | 南 | 简装 | 无电梯,3,,310
53,,49332,长浜路400弄 , | 1室0厅 | 33.65平米 | 南 | 简装 | 无电梯,5,,166
27,,55395,虹桥衡园 , | 2室2厅 | 113.73平米 | 南 | 精装 | 有电梯,2,,630
39,,51273,金江家园 , | 1室2厅 | 54.61平米 | 南 北 | 简装 | 有电梯,2,,280
41,,67480,铂金华府 , | 3室2厅 | 123平米 | 南 | 其他 | 有电梯,1,,830
14,,107784,盛大金磐 , | 3室2厅 | 264.42平米 | 南 | 精装 | 有电梯,9,,2850
27,,42510,世纪新城 , | 2室2厅 | 83.51平米 | 南 | 其他 | 无电梯,5,,355
53,,75337,文化佳园 , | 5室3厅 | 242.91平米 | 南 北 | 精装 | 无电梯,1,,1830
29,,43368,品华苑 , | 3室2厅 | 114.14平米 | 南 | 精装 | 无电梯,2,,495
34,,55849,平南三四村 , | 3室1厅 | 98.48平米 | 南 | 简装 | 无电梯,8,,550
36,,52935,华光花园 , | 3室2厅 | 135.64平米 | 南 | 简装 | 有电梯,9,,718
18,,37447,菊泉新城(菊盛路50弄) , | 2室2厅 | 81.45平米 | 东 | 毛坯 | 有电梯,21,,305
50,,81103,静安丽舍 , | 2室2厅 | 127平米 | 南 北 | 简装 | 有电梯,25,,1030
14,,25563,红梅小区(嘉定) , | 2室1厅 | 48.9平米 | 南 | 其他 | 无电梯,4,20,125
4,,55036,银都二村 , | 2室1厅 | 54.51平米 | 南 北 | 简装 | 无电梯,4,15,300
6,,101841,陆家嘴花园(一期) , | 3室2厅 | 127.65平米 | 南 | 精装 | 有电梯,6,13,1300
11,,35635,新天地荻泾花园 , | 2室2厅 | 89.8平米 | 南 | 精装 | 有电梯,1,8,320
4,,37351,新弘国际城(公寓) , | 1室1厅 | 60.24平米 | 南 | 其他 | 有电梯,2,7,225
23,,87938,仲信苑 , | 2室1厅 | 64.25平米 | 南 | 精装 | 无电梯,5,31,565
65,,80495,圣骊河滨苑 , | 2室2厅 | 101.87平米 | 南 | 精装 | 有电梯,14,,820
66,,54760,美岸栖庭(公寓) , | 2室2厅 | 101.9平米 | 南 北 | 精装 | 有电梯,8,,558
35,,82103,达安花园 , | 2室1厅 | 102.92平米 | 东南 | 简装 | 有电梯,14,,845
22,,65202,田林十四村 , | 2室0厅 | 53.68平米 | 南 | 毛坯 | 有电梯,25,,350
13,,76222,合生江湾国际公寓 , | 2室1厅 | 99.71平米 | 南 | 精装 | 有电梯,2,24,760
152,,129578,财富海景花园 , | 3室2厅 | 355平米 | 南 | 毛坯 | 有电梯,10,,4600
73,,87661,四季雅苑(公寓) , | 3室2厅 | 153.89平米 | 西 | 精装 | 有电梯,6,,1349
120,,42197,保利叶上海(一期) , | 2室1厅 | 81.76平米 | 南 | 简装 | 有电梯,8,,345
21,,36487,昱龙家园 , | 2室2厅 | 74平米 | 南 | 毛坯 | 无电梯,8,,270
125,,52330,大上海国际花园四区 , | 4室2厅 | 125.36平米 | 南 | 简装 | 无电梯,7,,656
43,,56221,中星宜川花苑 , | 2室1厅 | 69.37平米 | 南 | 精装 | 有电梯,9,,390
72,,71053,虬江大楼 , | 2室0厅 | 57平米 | 南 西 | 精装 | 有电梯,5,,405
24,,38824,绿地无双 , | 2室2厅 | 85平米 | 南 | 精装,8,,330
58,,26853,文怡花园 , | 2室2厅 | 93.1平米 | 南 | 毛坯 | 无电梯,5,,250
29,,27065,新乐雅苑 , | 2室2厅 | 86.83平米 | 南 | 简装 | 无电梯,7,,235
77,,32609,上海派 , | 2室2厅 | 69平米 | 南 | 毛坯,8,,225
52,,61981,久耕小区 , | 3室1厅 | 70.99平米 | 南 北 | 简装 | 无电梯,5,,440
39,,85756,北蒙三小区 , | 1室0厅 | 34.4平米 | 东南 南 | 简装 | 有电梯,10,,295
34,,52668,金泽苑 , | 2室2厅 | 87.34平米 | 南 | 简装 | 无电梯,6,,460
29,,33694,天极盛宅花园 , | 2室1厅 | 63.81平米 | 南 北 | 毛坯 | 无电梯,7,,215
72,,50051,南方新村 , | 2室1厅 | 69.93平米 | 南 | 简装 | 无电梯,8,,350
58,,63464,牡丹路186弄 , | 2室1厅 | 66.18平米 | 南 | 毛坯 | 无电梯,8,,420
35,,54737,运光小区 , | 1室1厅 | 38平米 | 南 | 简装 | 无电梯,8,,208
26,,69727,南园新村 , | 1室1厅 | 34.42平米 | 西南 | 毛坯 | 无电梯,6,,240
87,,32955,泰和新城(泰和西路3381弄) , | 2室1厅 | 71.31平米 | 南 北 | 毛坯 | 无电梯,7,,235
20,,36149,昌鑫花园(公寓) , | 2室2厅 | 87.14平米 | 南 | 毛坯 | 无电梯,7,,315
54,,96062,虹桥豪苑 , | 2室2厅 | 103.58平米 | 南 | 精装 | 有电梯,15,,995
41,,60976,金凤大厦 , | 3室2厅 | 134.48平米 | 南 | 简装 | 有电梯,6,,820
27,,50673,长寿新村(闵行) , | 2室1厅 | 60.19平米 | 南 | 简装 | 无电梯,0,,305
50,,48429,延吉五村 , | 1室1厅 | 34.69平米 | 南 | 其他 | 无电梯,8,,168
14,,54055,凤城五村 , | 1室1厅 | 38.85平米 | 南 | 其他 | 无电梯,0,,210
3,,44276,嘉和坊 , | 1室1厅 | 47.43平米 | 南 北 | 毛坯 | 无电梯,10,,210
13,,64420,长桥一村 , | 2室1厅 | 66.75平米 | 东南 | 简装 | 无电梯,7,,430
28,,70708,斜土路734弄 , | 1室1厅 | 49.5平米 | 南 | 精装 | 有电梯,9,,350
32,,32962,凌桥苑 , | 1室2厅 | 59.16平米 | 南 | 毛坯 | 无电梯,8,,195
110,,34683,沙田公寓 , | 2室1厅 | 70.64平米 | 南 | 简装 | 无电梯,7,,245
118,,80235,静安河滨花园 , | 3室2厅 | 143.33平米 | 南 | 精装 | 有电梯,8,,1150
57,,69300,新梅共和城 , | 3室2厅 | 119.77平米 | 南 北 | 毛坯 | 有电梯,7,,830
45,,42985,航华一村 , | 1室1厅 | 41.41平米 | 南 | 简装 | 无电梯,7,,178
56,,64181,阳城贵都 , | 2室2厅 | 98.94平米 | 南 | 精装 | 有电梯,10,,635
30,,93453,仁恒河滨城 , | 3室2厅 | 165.86平米 | 南 北 | 精装 | 有电梯,9,,1550
15,,88487,南阳小区 , | 1室1厅 | 46.9平米 | 南 | 简装 | 有电梯,11,,415
71,,139857,汤臣怡园 , | 4室2厅 | 213.79平米 | 东 南 北 | 简装 | 无电梯,6,,2990
16,,41493,锦鸿公寓 , | 2室1厅 | 98.09平米 | 南 | 精装 | 有电梯,5,,407
37,,82317,金色港湾 , | 3室2厅 | 143.35平米 | 南 北 | 精装 | 有电梯,14,,1180
24,,62299,三花现代城(三期金兰苑) , | 2室2厅 | 89.89平米 | 南 | 精装 | 有电梯,13,,560
12,,52658,延长小区(普陀) , | 2室1厅 | 60.77平米 | 南 北 | 精装 | 有电梯,7,31,320
14,,43818,丰庄十二街坊 , | 1室1厅 | 47.47平米 | 南 | 精装 | 无电梯,6,28,208
9,,52731,古美一村 , | 2室1厅 | 58.41平米 | 南 | 精装 | 无电梯,7,27,308
13,,47983,宜川一村 , | 2室0厅 | 51.06平米 | 南 | 毛坯 | 无电梯,14,25,245
21,,86281,汇豪天下 , | 3室2厅 | 149.28平米 | 南 | 精装 | 有电梯,8,24,1288
25,,90129,仁恒河滨花园 , | 4室2厅 | 163.1平米 | 东南 | 其他 | 有电梯,22,21,1470
28,,80812,卢湾都市花园 , | 3室2厅 | 154.68平米 | 南 北 | 其他 | 有电梯,11,20,1250
14,,39560,鑫港苑 , | 1室1厅 | 58.14平米 | 南 | 精装 | 无电梯,8,19,230
31,,76476,皇都花园(公寓) , | 3室2厅 | 169.99平米 | 南 | 精装 | 有电梯,5,,1300
255,,69888,虹光公寓 , | 3室2厅 | 106.6平米 | 南 | 精装 | 有电梯,5,,745
1114,,45136,古美小区 , | 2室1厅 | 59.82平米 | 南 | 精装 | 无电梯,1,,270
81,,68810,万登花苑 , | 2室2厅 | 88.65平米 | 南 | 毛坯 | 无电梯,5,,610
65,,29214,汇锦城二期 , | 2室2厅 | 89平米 | 南 | 毛坯 | 有电梯,3,,260
13,,61263,古城公寓 , | 3室2厅 | 106.1平米 | 南 | 其他 | 无电梯,15,,650
15,,47514,新梅广场 , | 2室2厅 | 112.6平米 | 南 | 简装 | 有电梯,19,,535
10,,75070,江南名庐 , | 3室1厅 | 146.53平米 | 南 北 | 简装 | 有电梯,0,,1100
51,,51345,梅苑 , | 2室1厅 | 61.35平米 | 南 北 | 精装 | 无电梯,2,,315
76,,62835,同心路125弄 , | 1室1厅 | 37.4平米 | 南 | 精装 | 有电梯,0,,235
23,,57163,圣鑫苑 , | 6室3厅 | 130.33平米 | 暂无数据 | 精装 | 有电梯,3,,745
60,,71429,福海小区 , | 1室1厅 | 42平米 | 南 | 精装 | 无电梯,1,,300
23,,54307,东泉苑小区 , | 2室1厅 | 66.29平米 | 南 | 精装 | 有电梯,2,,360
74,,29320,欣佳宝邸 , | 3室2厅 | 98.91平米 | 南 北 | 毛坯 | 有电梯,10,,290
34,,46437,梅陇九村 , | 1室1厅 | 43.07平米 | 南 | 毛坯 | 无电梯,3,,200
15,,107134,延平路237弄 , | 1室1厅 | 39.67平米 | 南 | 精装 | 无电梯,0,,425
59,,25426,平安小区 , | 3室2厅 | 94平米 | 南 | 其他 | 无电梯,5,,239
22,,78941,光华园 , | 3室1厅 | 80.82平米 | 南 | 简装 | 无电梯,0,,638
14,,27745,文怡花园 , | 2室1厅 | 84.7平米 | 南 | 其他 | 无电梯,0,,235
69,,32591,丰怡苑 , | 3室2厅 | 110.46平米 | 南 | 其他 | 无电梯,3,,360
56,,35394,万科金色华亭 , | 3室2厅 | 89平米 | 南 | 精装 | 有电梯,0,,315
29,,54564,宏苑小区 , | 2室1厅 | 50.4平米 | 南 | 简装 | 无电梯,5,,275
29,,76629,梅园新村(浦东) , | 3室1厅 | 65.25平米 | 南 | 精装 | 无电梯,5,,500
37,,67265,嘉利豪园 , | 3室2厅 | 133.8平米 | 南 | 简装 | 有电梯,0,,900
34,,52764,金宝大厦 , | 3室2厅 | 147.83平米 | 南 北 | 其他 | 有电梯,2,,780
31,,66746,东方明珠大宁公寓 , | 2室2厅 | 109.37平米 | 东南 | 简装 | 有电梯,5,,730
53,,30846,新弘国际城(公寓) , | 2室2厅 | 88.83平米 | 南 | 精装 | 有电梯,2,,274
86,,31013,新凯一期 , | 2室1厅 | 77.71平米 | 南 | 精装 | 有电梯,1,,241
20,,52645,梅陇四村 , | 2室1厅 | 81.68平米 | 东南 | 其他 | 有电梯,0,,430
23,,48018,华泾绿苑 , | 1室1厅 | 64.56平米 | 南 | 毛坯 | 有电梯,1,,310
30,,96552,汇豪天下 , | 3室2厅 | 145平米 | 南 | 其他 | 有电梯,0,,1400
20,,64413,静安城 , | 3室2厅 | 167.67平米 | 南 北 | 精装 | 有电梯,1,,1080
42,,34616,祝康苑 , | 2室1厅 | 65平米 | 南 | 其他 | 无电梯,1,,225
18,,47110,田图苑 , | 2室2厅 | 93.4平米 | 南 北 | 简装 | 无电梯,1,,440
88,,38241,丰怡苑 , | 1室1厅 | 52.3平米 | 南 | 其他 | 无电梯,1,,200
40,,61356,虹口玫瑰苑 , | 3室2厅 | 114.09平米 | 南 | 精装 | 无电梯,0,,700
23,,28632,汇秀景苑一街坊 , | 2室1厅 | 80.33平米 | 东 西 | 毛坯 | 有电梯,0,,230
73,,41712,东湾小区 , | 2室1厅 | 56.34平米 | 南 北 | 其他 | 无电梯,1,,235
49,,31831,丽水豪庭 , | 2室2厅 | 76.97平米 | 南 | 精装 | 有电梯,0,,245
85,,45308,爱邦大厦 , | 3室2厅 | 161.12平米 | 南 | 毛坯 | 有电梯,2,,730
30,,63477,弘扬公寓 , | 3室2厅 | 126.03平米 | 南 | 毛坯 | 无电梯,5,,800
12,,40000,汤臣臻园 , | 2室1厅 | 87平米 | 南 | 毛坯,1,,348
58,,71906,瑞金新苑 , | 3室2厅 | 173.84平米 | 南 北 | 精装 | 有电梯,1,,1250
6,,58722,通源小区 , | 3室0厅 | 68.97平米 | 南 | 简装 | 无电梯,2,19,405
4,,53896,莘南花苑一村 , | 2室1厅 | 66.61平米 | 南 | 精装 | 无电梯,5,17,359
28,,64463,同济融创玫瑰公馆 , | 2室2厅 | 108.59平米 | 南 | 其他 | 有电梯,3,14,700
89,,63519,锦绣江南(四期) , | 3室2厅 | 141.69平米 | 南 | 精装 | 有电梯,0,,900
38,,91491,桃林小区 , | 4室2厅 | 101.65平米 | 南 | 简装 | 无电梯,1,,930
31,,51426,博山公寓 , | 3室2厅 | 110.84平米 | 南 北 | 精装 | 有电梯,0,,570
98,,47485,由由七村 , | 1室1厅 | 49.7平米 | 南 | 简装 | 无电梯,9,,236
55,,55109,世纪时空大厦 , | 1室0厅 | 47.18平米 | 东南 | 简装 | 有电梯,3,,260
68,,54768,保利御樽苑(公寓) , | 4室2厅 | 191.72平米 | 南 | 毛坯 | 有电梯,0,,1050
129,,27290,浦江宝邸西区 , | 2室2厅 | 82.45平米 | 南 北 | 精装 | 有电梯,6,,225
24,,61189,太浜巷小区 , | 1室1厅 | 40.04平米 | 南 | 精装 | 无电梯,6,,245
97,,73945,公园3000黄兴花园 , | 2室2厅 | 102.78平米 | 南 | 精装 | 无电梯,6,,760
58,,63963,东安一村 , | 2室1厅 | 51.28平米 | 南 北 | 简装 | 无电梯,11,,328
96,,41485,丰庄十四街坊 , | 2室1厅 | 63.88平米 | 南 | 其他 | 无电梯,5,,265
104,,58047,宁锦小区 , | 1室1厅 | 40.14平米 | 南 | 精装 | 无电梯,6,,233
50,,63218,俞一小区 , | 2室1厅 | 56.63平米 | 南 | 精装 | 无电梯,7,,358
99,,52919,香山新村东南街坊 , | 2室1厅 | 62.36平米 | 南 | 精装 | 无电梯,6,,330
187,,34627,桃浦七村雪松苑 , | 2室1厅 | 64.98平米 | 南 | 简装 | 无电梯,7,,225
25,,104426,尚海湾豪庭 , | 4室2厅 | 225.04平米 | 南 | 精装 | 有电梯,7,,2350
27,,37710,合生城邦三街坊 , | 2室2厅 | 107.4平米 | 南 北 | 精装,10,,405
131,,76471,雅戈尔长风8号 , | 4室2厅 | 238平米 | 南 | 精装 | 有电梯,9,,1820
18,,32135,大名城名郡 , | 3室2厅 | 89平米 | 南 | 精装,6,,286
47,,65492,金鸿苑 , | 2室2厅 | 101.54平米 | 南 | 简装 | 无电梯,5,,665
31,,19817,绿地香颂(奉贤)(公寓) , | 2室1厅 | 80.74平米 | 南 | 精装 | 有电梯,8,,160
103,,36386,沁春园二村 , | 2室1厅 | 84.65平米 | 南 | 简装 | 无电梯,4,,308
77,,61295,中华新路485弄 , | 2室1厅 | 78.31平米 | 南 | 简装 | 有电梯,8,,480
28,,81649,罗山怡景苑 , | 2室2厅 | 102.88平米 | 南 北 | 精装 | 有电梯,7,,840
72,,34312,蔷薇新村 , | 2室2厅 | 84.52平米 | 南 北 | 简装 | 无电梯,10,,290
104,,93526,世茂滨江花园 , | 2室2厅 | 139平米 | 东南 | 精装 | 有电梯,8,,1300
16,,26621,新南家园 , | 2室2厅 | 97.67平米 | 南 | 其他 | 无电梯,6,,260
34,,77693,新弘国际公寓 , | 3室2厅 | 148.02平米 | 南 北 | 精装 | 有电梯,0,,1150
37,,58896,柳营路1025弄 , | 3室1厅 | 65.54平米 | 南 | 简装 | 无电梯,6,,386
39,,53994,华梅花苑 , | 2室1厅 | 75.38平米 | 南 | 其他 | 无电梯,10,,407
59,,74423,河风丽景 , | 1室2厅 | 83.98平米 | 南 | 精装 | 有电梯,10,,625
51,,68626,达安春之声 , | 2室2厅 | 87.14平米 | 南 | 精装 | 有电梯,9,,598
14,,79898,海天公寓 , | 2室1厅 | 78.35平米 | 东 | 简装 | 有电梯,8,,626
319,,36515,共富二村 , | 2室2厅 | 79.42平米 | 南 | 精装 | 无电梯,8,,290
73,,52450,丽都成品 , | 2室1厅 | 83.89平米 | 南 | 精装 | 有电梯,14,,440
24,,39202,航华二村驰骋小区 , | 2室1厅 | 70.15平米 | 南 | 其他,14,,275
153,,45179,凌兆新村(凌兆路396弄) , | 2室1厅 | 64.19平米 | 南 北 | 精装 | 无电梯,11,,290
10,,60634,龙吴路13弄 , | 1室1厅 | 44.53平米 | 南 | 简装 | 无电梯,7,,270
50,,66124,和源馨苑 , | 2室1厅 | 104.35平米 | 南 | 简装 | 有电梯,12,,690
9,,62606,新风小区 , | 2室0厅 | 47.6平米 | 南 | 简装 | 无电梯,8,27,298
14,,51039,幸福小镇(公寓) , | 2室1厅 | 74.65平米 | 南 | 毛坯 | 有电梯,20,26,381
17,,26350,紫薇茗庭 , | 2室2厅 | 65.58平米 | 南 北 | 毛坯,19,25,172.8
22,,21102,绿地时代嘉苑 , | 3室2厅 | 103.31平米 | 南 | 毛坯,1,,218
71,,46541,剑桥馨苑 , | 2室2厅 | 97.98平米 | 南 | 精装 | 有电梯,5,,456
14,,107658,梅园四街坊 , | 1室1厅 | 49.23平米 | 南 | 精装 | 无电梯,2,,530
183,,67447,蒙自新村 , | 2室1厅 | 59.01平米 | 东 | 毛坯 | 有电梯,6,,398
98,,70598,茶陵小区 , | 2室1厅 | 64.45平米 | 南 | 精装 | 无电梯,14,,455
10,,30783,兴日家园 , | 2室2厅 | 102.33平米 | 南 | 毛坯 | 无电梯,2,,315
21,,43398,华景苑 , | 3室2厅 | 139.41平米 | 南 | 毛坯 | 无电梯,3,,605
30,,55971,骏景雅苑 , | 4室2厅 | 134平米 | 南 | 毛坯 | 有电梯,3,,750
13,,35894,新闵小区 , | 2室1厅 | 59.9平米 | 南 | 毛坯 | 无电梯,1,,215
95,,39286,鑫唐佳苑 , | 1室1厅 | 56平米 | 南 | 毛坯 | 无电梯,14,,220
5,,37669,九亭明珠苑(公寓) , | 2室2厅 | 111.5平米 | 南 北 | 精装 | 有电梯,1,,420
55,,58404,中山大厦 , | 3室2厅 | 103.59平米 | 南 | 简装 | 有电梯,2,,605
17,,54946,汇成二村 , | 2室1厅 | 63.7平米 | 南 | 简装 | 无电梯,3,,350
16,,48166,国和路611弄 , | 2室1厅 | 53.98平米 | 南 | 其他 | 无电梯,3,,260
25,,51992,贝尚湾(公寓) , | 3室2厅 | 119.25平米 | 南 | 精装 | 有电梯,2,,620
71,,61978,赤峰小区 , | 2室1厅 | 64.54平米 | 南 | 毛坯 | 有电梯,16,,400
98,,25384,樱花小区 , | 3室2厅 | 109.52平米 | 南 北 | 精装 | 无电梯,5,,278
70,,42563,阳曲小区 , | 1室1厅 | 46.99平米 | 南 | 简装 | 无电梯,13,,200
8,,52573,大桥花苑 , | 1室1厅 | 44.7平米 | 南 | 简装 | 有电梯,3,,235
3,,50591,真北一街坊 , | 1室1厅 | 41.51平米 | 南 | 其他 | 无电梯,0,,210
