region,total_price,house_info,publishday,attention,unit_price,url,visited
金尚俊园 ,125," | 2室1厅 | 79.2平米 | 南 | 其他",23,1,15783,,0
金色俊园 ,133," | 3室2厅 | 86平米 | 东南 | 其他",23,1,15466,,1
审计厅宿舍 ,320," | 4室2厅 | 89.36平米 | 西南 | 其他",22,0,35811,,0
时代俊园 ,145," | 5室2厅 | 184平米 | 东 西 | 其他",22,2,7881,,0
江东花园茶香园 ,123," | 3室2厅 | 102平米 | 南 北 | 其他",21,1,12059,,1
未名城A8地块 ,128," | 2室2厅 | 88平米 | 西 | 其他",20,0,14546,,0
万科金域国际 ,," | 2室2厅 | 75.33平米 | 东 | 其他",20,1,11948,,4
省供销社宿舍 ,," | 2室2厅 | 57平米 | 南 北 | 其他",20,1,15790,,1
世博生态城临山邻里 ,165," | 3室2厅 | 132平米 | 南 | 精装",18,0,12500,,0
同德锦江嘉园 ,160," | 3室2厅 | 83平米 | 东南 | 其他",,2,19278,,0
新亚洲体育城星泽园 ,," | 2室1厅 | 69.99平米 | 东南 | 精装",,2,11859,,8
新亚洲体育城星体花园南区 ,160," | 4室2厅 | 169.98平米 | 西南 | 简装",,1,9413,,0
百年明日城市 ,186," | 5室2厅 | 145平米 | 南 北 | 简装",,3,12828,,0
福康花园南区 ,299," | 5室2厅 | 256平米 | 东南 | 其他",,0,11680,,0
新亚洲体育城星云园 ,280," | 4室2厅 | 248平米 | 东南 南 北 | 其他",,1,11291,,0
枫林盛景西区 ,258," | 4室2厅 | 230平米 | 东 | 其他",,1,11218,,0
城市山 ,236," | 5室2厅 | 147平米 | 南 | 其他",,5,16055,,1
荷塘月色 ,225," | 3室2厅 | 133.08平米 | 东南 | 其他",,0,16908,,0
新亚洲体育城星体花园北区 ,168," | 5室2厅 | 181平米 | 西南 | 其他",,13,9282,,1
南亚风情第壹城星河苑 ,480," | 5室2厅 | 217.2平米 | 南 北 | 其他",,0,22100,,0
希望汇 ,145," | 3室2厅 | 94.7平米 | 南 | 其他",,8,15312,,0
建工新城锦绣园 ,149," | 4室2厅 | 144.55平米 | 南 | 其他",,0,10308,,0
万科金域缇香 ,335," | 4室2厅 | 184平米 | 南 北 | 其他",,0,18207,,0
惠兰园 ,152," | 3室2厅 | 125.54平米 | 西南 | 其他",,1,12108,,1
江东耀龙康城 ,205," | 4室2厅 | 167平米 | 南 北 | 其他",,0,12276,,0
春之城 ,158," | 4室2厅 | 141平米 | 南 | 其他",,7,11206,,0
荷塘月色 ,225," | 4室2厅 | 140.11平米 | 东南 | 其他",,3,16059,,0
山海湾 ,430," | 4室2厅 | 184平米 | 南 北 | 毛坯",,0,23370,,0
滇池岭秀 ,185," | 4室2厅 | 159平米 | 南 | 其他",,1,11636,,1
顺城高级公寓 ,450," | 4室2厅 | 162平米 | 东 | 其他",,3,27778,,2
翠丽苑 ,300," | 3室2厅 | 122.19平米 | 南 西 北 | 其他",,0,24552,,0
北辰小区樱花苑 ,175," | 3室2厅 | 116平米 | 东 | 其他",,0,15087,,0
枫林盛景(东区) ,142," | 4室2厅 | 140平米 | 南 | 其他",,2,10143,,0
凯旋花园北区 ,125," | 3室2厅 | 89平米 | 北 | 其他",,0,14045,,2
假日城市 ,174," | 3室2厅 | 134平米 | 西南 | 其他",,0,12986,,1
恒水源 ,298," | 7室5厅 | 133平米 | 南 | 其他",,4,22407,,0
金色家园 ,210," | 4室2厅 | 167.88平米 | 东 | 其他",31,2,12509,,0
润城 ,120," | 2室2厅 | 81.04平米 | 南 | 其他",22,3,14808,,1
万科魅力之城 ,110," | 2室2厅 | 86平米 | 东南 | 其他",21,1,12791,,0
中豪.悦城花园 ,125," | 3室2厅 | 111平米 | 西南 | 其他",18,1,11262,,0
万科魅力之城 ,86.5," | 2室2厅 | 73平米 | 南 | 精装",18,9,11850,,6
涌鑫昆明之窗 ,22.3," | 1室1厅 | 27.9平米 | 北 | 其他",18,0,7993,,0
昆明西山万达广场 ,," | 1室1厅 | 43.55平米 | 南 北 | 其他",15,0,13778,,0
招商海公馆 ,221," | 3室2厅 | 130平米 | 南 北 | 精装",,3,17000,,0
滇池卫城橡尚 ,280," | 3室2厅 | 125平米 | 南 北 | 精装",29,2,22400,,0
山海湾 ,220," | 3室2厅 | 129.25平米 | 东南 | 毛坯",28,0,17022,,1
金色交响家园 ,125," | 3室2厅 | 105平米 | 东南 | 简装",25,0,11905,,0
未名城A8地块 ,142," | 2室2厅 | 88.9平米 | 西 | 其他",,1,15974,,0
新亚洲体育城星体花园南区 ,190," | 5室2厅 | 188.74平米 | 南 | 其他",28,0,10067,,0
金沙小区 ,," | 2室2厅 | 64.59平米 | 东 西 | 其他",24,1,9754,,0
金沙小区 ,," | 2室2厅 | 71.8平米 | 南 北 | 其他",22,3,8775,,0
金沙小区 ,," | 1室1厅 | 46.36平米 | 南 | 精装",22,10,7982,,0
金沙小区 ,," | 3室2厅 | 104.92平米 | 南 北 | 其他",22,9,8864,,2
云南省农业科学院茨坝职工生活区 ,," | 2室2厅 | 50.22平米 | 东 西 | 其他",22,1,9160,,0
金沙小区 ,," | 3室2厅 | 79平米 | 南 北 | 精装",21,5,9241,,0
朝九晚五 ,160," | 4室2厅 | 126.59平米 | 南 | 其他",21,1,12640,,0
新亚洲体育城星宇园 ,145," | 4室2厅 | 115平米 | 南 | 其他",19,0,12609,,1
梁源小区四组团 ,102," | 4室2厅 | 100平米 | 南 北 | 其他",19,1,10200,,0
时代俊园 ,146," | 5室2厅 | 184平米 | 南 北 | 其他",18,1,7935,,0
枫林盛景(东区) ,138," | 4室2厅 | 140平米 | 南 | 其他",17,2,9858,,0
云南艺术家园区 ,176," | 3室2厅 | 137平米 | 南 北 | 毛坯",17,2,12847,,1
滇池卫城蓝调公元 ,190," | 3室2厅 | 117平米 | 西南 | 其他",16,1,16240,,1
滇池卫城锦尚 ,153," | 3室2厅 | 90平米 | 南 | 其他",14,1,17000,,0
万彩城 ,120," | 2室2厅 | 89平米 | 东 西 | 其他",14,0,13484,,0
时代俊园 ,," | 3室2厅 | 115平米 | 东北 | 其他",14,0,7827,,0
和谐世纪 ,," | 1室1厅 | 54.85平米 | 南 | 其他",13,0,9846,,0
天怡峰景 ,," | 1室0厅 | 43.27平米 | 东北 | 其他",13,0,10631,,0
江东好世界 ,," | 2室2厅 | 78.88平米 | 东 南 | 其他",13,2,10142,,1
红星国际广场晶品 ,150," | 2室1厅 | 89平米 | 东南 | 其他",12,1,16854,,0
筑友双河湾 ,235," | 3室2厅 | 146.5平米 | 南 北 | 其他",11,0,16041,,0
朝九晚五 ,," | 1室1厅 | 56.6平米 | 南 | 其他",10,0,9718,,0
滇池卫城蓝域晴天 ,136," | 2室2厅 | 88平米 | 南 | 其他",10,0,15455,,0
东风西路59号 ,," | 1室1厅 | 35平米 | 南 西 | 其他",9,0,15715,,0
东风西路59号 ,," | 1室1厅 | 36平米 | 南 北 | 其他",9,0,15278,,0
清水木华 ,," | 1室1厅 | 44.08平米 | 东 | 其他",9,4,6126,,0
邦盛水映长岛 ,160," | 3室2厅 | 125.66平米 | 南 | 其他",9,1,12733,,0
万科银海泊岸 ,290," | 3室2厅 | 123平米 | 东南 | 其他",8,0,23578,,0
云大知城三期 ,100," | 3室2厅 | 96.56平米 | 南 | 其他",,8,10357,,2
润城 ,156," | 2室2厅 | 88平米 | 南 | 其他",,2,17728,,1
新亚洲体育城星体花园南区 ,," | 3室2厅 | 90平米 | 西北 | 其他",,20,10000,,6
新亚洲体育城星体花园南区 ,165," | 3室2厅 | 141平米 | 南 | 其他",,2,11703,,0
万科金域缇香 ,266," | 4室2厅 | 157平米 | 东南 | 其他",,2,16943,,0
新亚洲体育城百合园西区 ,240," | 5室2厅 | 186平米 | 南 北 | 其他",,0,12904,,0
润城 ,120," | 2室1厅 | 81平米 | 西 | 其他",,0,14815,,0
新亚洲体育城星宇园 ,160," | 4室2厅 | 140平米 | 东南 | 其他",,1,11429,,6
凯旋花园北区 ,200," | 3室2厅 | 134平米 | 东南 | 其他",,2,14926,,2
正大紫都城 ,120," | 3室2厅 | 80.88平米 | 西 | 其他",,0,14837,,0
凯旋花园北区 ,175," | 2室2厅 | 79平米 | 东南 | 其他",,1,22152,,0
世纪城惜春苑 ,170," | 3室2厅 | 145.75平米 | 东南 | 其他",,2,11664,,0
新亚洲体育城星体花园南区 ,190," | 4室2厅 | 175平米 | 东南 | 其他",,2,10858,,0
书香门第 ,137," | 3室2厅 | 110平米 | 南 | 其他",,4,12455,,1
红星国际广场晶品 ,165," | 2室2厅 | 101平米 | 东南 | 其他",,3,16337,,0
法苑小区西区 ,155," | 3室2厅 | 136平米 | 西南 | 其他",,6,11398,,0
山海湾 ,255," | 3室2厅 | 150.73平米 | 西南 | 其他",,1,16918,,1
时代俊园 ,118," | 4室2厅 | 141.16平米 | 南 | 其他",,7,8360,,1
假日城市 ,180," | 3室2厅 | 137.58平米 | 东 | 其他",,0,13084,,0
百年明日城市 ,123," | 3室2厅 | 106平米 | 西南 | 其他",,5,11604,,0
泰旸新城 ,105," | 3室2厅 | 90.86平米 | 南 | 其他",,3,11557,,0
百年明日城市 ,170," | 5室2厅 | 121平米 | 南 北 | 其他",,1,14050,,0
招商海公馆 ,228," | 3室2厅 | 120.95平米 | 南 | 精装",,1,18851,,1
海康温泉花园 ,250," | 4室2厅 | 147.4平米 | 南 | 其他",,0,16961,,0
新亚洲体育城星体花园北区 ,," | 4室2厅 | 90平米 | 南 | 其他",,21,10889,,0
银海山水间 ,190," | 4室2厅 | 134平米 | 南 北 | 其他",,3,14180,,0
翠湖南路138号 ,116," | 2室2厅 | 67.36平米 | 南 北 | 其他",,2,17221,,0
假日城市 ,155," | 3室2厅 | 119.13平米 | 东南 | 其他",,1,13011,,0
华山西路小区 ,168," | 3室2厅 | 85平米 | 东 西北 | 其他",,3,19765,,0
时代俊园 ,115," | 3室2厅 | 130平米 | 西南 | 其他",,11,8847,,1
广电苑一期智园 ,136," | 4室2厅 | 158平米 | 南 北 | 其他",,7,8608,,0
时代俊园 ,135," | 4室2厅 | 144平米 | 南 北 | 其他",,0,9375,,0
假日城市 ,," | 1室2厅 | 49.63平米 | 东 | 其他",,2,10075,,4
时代俊园 ,120," | 4室2厅 | 144平米 | 南 北 | 其他",,3,8334,,0
时代俊园 ,145," | 4室2厅 | 140平米 | 东南 | 其他",,0,10358,,0
金碧阳光商住楼 ,260," | 3室2厅 | 127.12平米 | 南 北 | 其他",,3,20454,,1
果香苑北苑 ,," | 2室2厅 | 77.32平米 | 东北 | 其他",,5,10347,,0
时代俊园 ,135," | 4室2厅 | 144平米 | 东 西 | 其他",,2,9375,,2
江东花城 ,178," | 4室2厅 | 144平米 | 南 北 | 其他",,3,12362,,0
富春花园 ,230," | 3室2厅 | 125.48平米 | 西南 | 其他",,0,18330,,4
山海湾 ,215," | 3室2厅 | 150平米 | 东南 | 毛坯",,0,14334,,0
万科金域国际 ,108," | 2室2厅 | 74.4平米 | 东 | 其他",,4,14517,,9
棕树营小区翠云里 ,," | 3室2厅 | 67平米 | 南 北 | 其他",,2,13135,,0
瓦仓庄文化厅宿舍 ,198," | 5室2厅 | 124.5平米 | 东 西 | 其他",,1,15904,,0
昊鑫望湖城 ,268," | 2室2厅 | 122.06平米 | 东北 | 其他",,1,21957,,0
省供销社宿舍 ,," | 2室1厅 | 43.94平米 | 西南 | 其他",,4,12973,,3
农业厅老干部住宅楼 ,," | 2室2厅 | 62.63平米 | 南 | 其他",,4,15169,,1
新亚洲体育城星体花园南区 ,," | 3室2厅 | 89.57平米 | 东南 | 其他",31,11,9602,,2
众和佳苑 ,160," | 4室2厅 | 147平米 | 南 | 毛坯",,0,10885,,0
中豪.悦城花园 ,134," | 3室2厅 | 122平米 | 东南 | 简装",22,0,10984,,0
万科魅力之城 ,," | 2室2厅 | 72.7平米 | 南 | 精装",15,9,12518,,5
昆百大昙华小区 ,," | 3室2厅 | 86.68平米 | 南 | 其他",21,4,9576,,0
山海湾 ,200," | 3室2厅 | 125平米 | 西南 | 毛坯",,0,16000,,0
中豪.悦城花园 ,145," | 4室2厅 | 149.3平米 | 南 | 毛坯",,1,9712,,1
广福城雅福园 ,220," | 4室2厅 | 164平米 | 东南 | 毛坯",,0,13415,,0
中豪.悦城花园 ,126," | 3室2厅 | 110平米 | 西南 | 精装",,0,11455,,0
星都国际总部基地 ,," | 3室1厅 | 83平米 | 东南 | 简装",,14,6747,,0
山海湾 ,222," | 3室2厅 | 122平米 | 西南 | 毛坯",,0,18197,,6
戛纳小镇 ,179," | 4室2厅 | 137.2平米 | 南 北 | 精装",,3,13047,,0
西府景苑 ,174.8," | 5室2厅 | 69.25平米 | 南 北 | 精装",,1,25242,,0
国际花园 ,155," | 3室2厅 | 107平米 | 南 北 | 精装",,7,14486,,3
丽阳星城一期 ,140," | 4室2厅 | 132.29平米 | 南 北 | 精装",,2,10583,,0
假日城市 ,123," | 3室2厅 | 97.5平米 | 南 | 精装",,7,12616,,3
华都花园A区 ,186," | 3室2厅 | 142.8平米 | 南 | 简装",,1,13026,,0
中豪.悦城花园 ,100," | 3室2厅 | 103平米 | 东南 | 其他",,2,9709,,14
水逸康桥 ,380," | 4室2厅 | 206平米 | 南 北 | 精装",,1,18447,,0
湖畔之梦 ,212," | 4室2厅 | 151平米 | 南 北 | 精装",,13,14040,,4
滇池卫城锦尚 ,247," | 4室2厅 | 136平米 | 东南 | 精装",,4,18162,,1
中豪.悦城花园 ,125," | 3室2厅 | 107平米 | 南 | 精装",,2,11683,,1
山海湾 ,680," | 4室2厅 | 304平米 | 南 北 | 毛坯",,2,22369,,1
新亚洲体育城星辰园 ,100," | 3室2厅 | 88平米 | 东南 | 毛坯",,5,11364,,8
都市名园 ,375," | 4室2厅 | 196.8平米 | 西北 | 精装",,2,19055,,0
新亚洲体育城星辰园 ,120," | 3室2厅 | 87.73平米 | 南 | 精装",,5,13679,,2
新亚洲体育城星汇园 ,137," | 4室2厅 | 132.42平米 | 东南 | 简装",,5,10346,,3
时代俊园 ,150," | 5室2厅 | 184平米 | 南 北 | 毛坯",,4,8153,,0
中海半岛华府 ,188," | 3室2厅 | 115平米 | 南 西南 | 毛坯",,1,16348,,0
新亚洲体育城星云园 ,220," | 4室2厅 | 195平米 | 东南 西南 | 毛坯",,5,11283,,7
万科魅力之城 ,128," | 3室2厅 | 101平米 | 东北 | 精装",31,9,12674,,15
空间俊园 ,118," | 1室1厅 | 47.43平米 | 西南 西 | 其他",30,1,24879,,0
空间俊园 ,105," | 1室0厅 | 40.1平米 | 南 | 其他",27,1,26185,,0
凯旋花园南区 ,," | 1室1厅 | 46平米 | 西南 | 其他",24,1,13261,,1
万科魅力之城 ,132," | 3室2厅 | 90平米 | 南 | 其他",23,0,14667,,0
滇池卫城橡尚 ,195," | 3室2厅 | 121.99平米 | 西南 | 精装",,2,15985,,0
春晓花园 ,110," | 2室2厅 | 91平米 | 东南 | 简装",,0,12088,,0
滇池卫城铂睿 ,253," | 5室2厅 | 153平米 | 南 | 精装",,0,16536,,0
万科魅力之城 ,135," | 3室2厅 | 101平米 | 南 | 精装",,4,13367,,7
听涛雅苑 ,," | 1室1厅 | 45平米 | 东南 | 精装",,7,17778,,0
新亚洲体育城百合园西区 ,220," | 4室3厅 | 189平米 | 南 北 | 精装",,4,11641,,0
金牛小区 ,150," | 3室2厅 | 88平米 | 南 北 | 简装",,2,17046,,0
新亚洲体育城星体花园南区 ,103," | 3室2厅 | 91平米 | 南 北 | 精装",,6,11319,,2
枫林盛景西区 ,142," | 4室2厅 | 140.5平米 | 西南 | 精装",,3,10107,,0
滇池卫城尚层 ,340," | 5室3厅 | 127平米 | 南 西南 | 精装",,2,26772,,0
新亚洲体育城星宇园 ,190," | 4室2厅 | 156.34平米 | 东南 | 精装",,14,12153,,5
滇池卫城滟澜湾 ,236," | 3室2厅 | 139平米 | 西南 | 简装",,0,16979,,0
滇池印象花园 ,168," | 2室2厅 | 96.74平米 | 南 | 精装",,14,17367,,1
滇池卫城铂睿 ,138," | 3室2厅 | 82.39平米 | 东南 | 简装",,3,16750,,0
滇池卫城锦尚 ,138," | 3室2厅 | 89.45平米 | 南 北 | 简装",,4,15428,,0
英茂华府 ,148," | 3室2厅 | 98平米 | 西 | 毛坯",,0,15103,,0
山海湾 ,650," | 4室2厅 | 304平米 | 南 北 | 毛坯",,4,21382,,1
中海半岛华府 ,185," | 3室2厅 | 117平米 | 南 北 | 简装",,1,15812,,0
鼎易天景 ,125," | 3室2厅 | 90平米 | 南 | 精装",,4,13889,,2
傲云峰小区 ,103," | 2室2厅 | 89.5平米 | 西 | 简装",,1,11509,,0
听涛雅苑 ,270," | 3室2厅 | 105平米 | 南 | 精装",,1,25715,,0
枫丹白露枫景湾 ,," | 2室2厅 | 86.41平米 | 西南 | 精装",,6,8796,,5
金色俊园 ,175," | 3室2厅 | 134.29平米 | 西北 | 简装",,1,13032,,0
创意英国格林威治 ,130," | 3室2厅 | 124平米 | 东南 | 精装",,0,10484,,0
海伦国际 ,220," | 4室2厅 | 161.38平米 | 东 | 其他",,2,13633,,1
云南艺术家园区 ,175," | 4室2厅 | 136平米 | 南 北 | 其他",,1,12868,,1
大商汇 ,," | 1室1厅 | 71平米 | 西南 | 其他",,2,8451,,0
平和花园 ,165," | 3室2厅 | 109.43平米 | 东南 | 毛坯",,1,15079,,0
华都花园A区 ,123," | 2室1厅 | 97平米 | 南 | 其他",,2,12681,,0
耀兴枫丹白露 ,," | 2室2厅 | 82平米 | 东 | 其他",,2,9757,,3
中豪.悦城花园 ,115," | 3室2厅 | 106平米 | 东南 | 其他",,0,10850,,0
枫林盛景(东区) ,160," | 4室2厅 | 140平米 | 南 | 精装",31,0,11429,,0
南亚风情第壹城星河苑 ,256," | 3室2厅 | 112平米 | 东南 | 精装",31,0,22858,,0
万宏国际 ,110," | 2室2厅 | 88.23平米 | 南 | 其他",31,8,12468,,2
美璟欣城 ,," | 2室1厅 | 69.1平米 | 西 | 其他",31,3,10854,,1
东盟森林南区 ,130," | 4室2厅 | 136.5平米 | 南 | 其他",30,0,9524,,1
盛世领南 ,170," | 3室2厅 | 130平米 | 南 北 | 其他",30,1,13077,,0
云南建投第四建设有限公司宿舍 ,," | 1室1厅 | 32.54平米 | 东南 | 其他",30,1,11678,,0
云南艺术家园区 ,170," | 3室2厅 | 136.7平米 | 西南 | 其他",28,0,12436,,0
盛高大城 ,," | 1室1厅 | 50.7平米 | 南 | 其他",28,2,15780,,0
溪麓南郡 ,," | 1室2厅 | 74平米 | 东 | 其他",28,2,9190,,0
中海半岛华府 ,230," | 3室2厅 | 115平米 | 南 北 | 其他",27,0,20000,,0
时代风华一期 ,160," | 4室2厅 | 128.61平米 | 南 | 其他",27,1,12441,,1
新亚洲体育城星云园 ,140," | 3室2厅 | 127平米 | 南 | 其他",25,2,11024,,1
新亚洲体育城星云园 ,280," | 5室2厅 | 248平米 | 东南 | 其他",25,6,11291,,17
海伦国际 ,165," | 3室2厅 | 117.76平米 | 西南 | 其他",25,0,14012,,0
时代俊园 ,," | 3室2厅 | 98平米 | 东 | 其他",25,0,9184,,1
俊发城 ,130," | 2室2厅 | 79平米 | 东 | 其他",24,0,16456,,0
白马西区碧玉里 ,," | 2室2厅 | 61.83平米 | 东南 | 其他",24,6,11322,,0
中豪.悦城花园 ,150," | 4室2厅 | 145.2平米 | 南 | 其他",24,1,10331,,0
耀兴枫丹白露 ,," | 3室2厅 | 89平米 | 东南 | 其他",23,2,9888,,6
润城 ,198," | 4室2厅 | 138.62平米 | 西 | 其他",23,0,14284,,0
时代俊园 ,140," | 5室2厅 | 184平米 | 东 西 | 其他",22,0,7609,,0
滇池卫城蓝域晴天 ,195," | 3室2厅 | 111平米 | 西南 | 其他",22,0,17568,,0
鹤唐福景 ,128," | 2室2厅 | 88.9平米 | 东 | 其他",20,0,14399,,0
万科公园里 ,144," | 3室2厅 | 120.7平米 | 东南 | 精装",19,3,11931,,0
金兰苑 ,105," | 1室1厅 | 53.6平米 | 西 | 其他",19,0,19590,,0
未名城A3地块 ,110," | 2室2厅 | 91.54平米 | 东 | 毛坯",,2,12017,,0
山海湾 ,230," | 3室2厅 | 127.72平米 | 南 | 毛坯",,0,18009,,0
中产花香四季 ,122," | 3室2厅 | 96.54平米 | 西北 | 精装",,3,12638,,1
滇池卫城锦尚 ,180," | 3室2厅 | 87平米 | 东南 | 毛坯",,0,20690,,0
山海湾 ,170," | 3室2厅 | 99.5平米 | 南 | 毛坯",,0,17086,,2
兰亭·上锦 ,," | 2室2厅 | 75平米 | 西 | 精装",,4,12000,,1
兴杰大厦 ,105," | 1室0厅 | 43.52平米 | 东 | 其他",20,0,24127,,0
海伦国际 ,155," | 3室2厅 | 118.33平米 | 东 | 其他",,13,13099,,1
欣都龙城 ,," | 1室1厅 | 69.69平米 | 东 | 其他",,2,10475,,0
月半湾 ,105," | 2室2厅 | 89.65平米 | 东 北 | 其他",,1,11713,,2
新亚洲体育城星宇园 ,230," | 4室2厅 | 154平米 | 东南 | 精装",,1,14936,,0
锦兴苑小区 ,64.5," | 2室1厅 | 60.81平米 | 南 | 其他",,1,10607,,0
昆明理工大学新迎校区教工宿舍 ,," | 2室1厅 | 47平米 | 东南 | 其他",31,1,13618,,0
百年明日城市 ,135," | 3室2厅 | 100平米 | 南 北 | 其他",29,1,13500,,0
鑫龙小区 ,122," | 3室2厅 | 114.23平米 | 南 北 | 其他",23,3,10681,,3
俊发湾流海 ,155," | 3室2厅 | 113平米 | 东南 | 其他",23,0,13717,,1
中豪.悦城花园 ,130," | 3室2厅 | 103平米 | 东南 | 其他",22,1,12622,,0
官房都铎城邦 ,148," | 3室2厅 | 87平米 | 东南 | 其他",22,1,17012,,0
中豪逸境花园 ,128," | 3室2厅 | 108.89平米 | 东南 | 其他",22,1,11755,,0
海伦国际 ,130," | 2室2厅 | 94平米 | 东南 | 其他",21,2,13830,,0
云南艺术家园区 ,170," | 3室2厅 | 103平米 | 南 | 其他",20,0,16505,,0
盛高大城 ,127," | 2室2厅 | 78平米 | 东 北 | 其他",18,0,16283,,1
涌鑫昆明之窗 ,," | 1室1厅 | 34.37平米 | 西 | 其他",18,0,7856,,0
涌鑫昆明之窗 ,," | 1室1厅 | 33.67平米 | 南 | 其他",18,0,8020,,0
云南艺术家园区 ,170," | 2室2厅 | 106平米 | 南 北 | 毛坯",17,1,16038,,1
海伦国际 ,180," | 3室2厅 | 128平米 | 东南 | 其他",16,2,14063,,0
惠兰园 ,143," | 4室2厅 | 127平米 | 东南 | 其他",15,2,11260,,0
大商汇 ,," | 1室1厅 | 42平米 | 南 | 其他",9,4,8096,,0
禧瑞都 ,," | 1室1厅 | 48平米 | 南 | 其他",9,0,11042,,0
山海湾 ,340," | 4室2厅 | 194平米 | 西南 | 毛坯",,0,17526,,0
世纪城华春苑 ,280," | 5室2厅 | 210平米 | 南 | 其他",,0,13334,,0
中产花香四季 ,460," | 5室2厅 | 277平米 | 南 | 其他",,2,16607,,0
山海湾 ,170," | 3室2厅 | 122平米 | 南 | 毛坯",,20,13935,,0
中海半岛华府 ,190," | 3室2厅 | 116.54平米 | 东南 | 其他",,2,16304,,4
红星国际广场晶品 ,215," | 3室2厅 | 130平米 | 东南 | 其他",,3,16539,,0
新亚洲体育城星云园 ,143," | 3室2厅 | 124平米 | 东南 | 其他",,3,11533,,5
时代俊园 ,126," | 4室2厅 | 143.92平米 | 南 北 | 其他",,19,8755,,0
滇池卫城滟澜湾 ,240," | 3室2厅 | 128平米 | 南 北 | 其他",,3,18750,,0
新亚洲体育城星泽园 ,165," | 4室2厅 | 140.24平米 | 东南 | 其他",,0,11766,,3
第三城丹槿园 ,," | 3室2厅 | 89.91平米 | 东南 | 其他",,11,10678,,5
新亚洲体育城星云园 ,175," | 4室2厅 | 142平米 | 西南 | 精装",,2,12324,,4
时代俊园 ,125," | 4室2厅 | 131平米 | 东南 | 其他",,1,9542,,0
山海湾 ,250," | 3室2厅 | 117平米 | 东南 | 其他",,3,21368,,0
新亚洲体育城星泽园 ,165," | 4室2厅 | 177.2平米 | 东南 | 其他",,10,9312,,4
西府景苑 ,," | 1室1厅 | 36平米 | 东南 | 其他",,8,13889,,0
云南建工三村 ,46.8," | 2室1厅 | 41.04平米 | 东 西 | 其他",,5,11404,,0
鼎易天城 ,128," | 3室1厅 | 91.27平米 | 东南 | 其他",,1,14025,,0
凤翥街271号 ,," | 2室1厅 | 38.5平米 | 南 | 其他",,22,17663,,3
中海半岛华府 ,170," | 3室2厅 | 115平米 | 南 | 毛坯",,4,14783,,2
世纪城华春苑 ,280," | 4室2厅 | 209平米 | 东南 | 其他",,0,13398,,1
时代俊园 ,115," | 3室2厅 | 130平米 | 西南 | 其他",,3,8847,,1
滇池卫城橡尚 ,142," | 2室2厅 | 90平米 | 南 北 | 其他",,2,15778,,2
滇池卫城蓝湾 ,235," | 5室3厅 | 153平米 | 南 | 其他",,8,15360,,0
广福城怡福园 ,116," | 2室2厅 | 77.56平米 | 西 | 其他",,1,14957,,1
怡康温泉新村B区 ,129," | 4室2厅 | 132.2平米 | 东 西 | 其他",,4,9758,,0
鑫都公寓 ,160," | 2室1厅 | 76平米 | 东南 | 其他",,0,21053,,0
